岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
数据统计专员,4-6K,1-3年，本科,海口·龙华区·金盘,全勤奖，生日福利，五险一金，节日福利，加班补助，带薪年假，员工旅游,中视智行,互联网，未融资，100-499人,国内采购，统计学，对数据敏感，食品饮品，生鲜果蔬
数据文员,3-4K,1-3年，高中,潮州,,恒然卫浴,批发/零售，100-499人,文员，办公
高级数据挖掘(A39710),25-40K,5-10年，本科,广州·天河区·棠下,节日福利，五险一金，夜班补助，餐补，团建聚餐，周末双休，零食下午茶，年终奖，免费班车，绩效奖金，底薪加提成，员工旅游，带薪年假，免费工装，通讯补贴,广州骏伯网络,互联网，未融资，100-499人,Python，计算机相关专业，数学/统计相关专业
数据助理,8-12K,1-3年，本科,北京·丰台区·菜户营,带薪年假，股票期权，通讯补贴，年终奖，免费班车，零食下午茶，加班补助，五险一金，补充医疗保险，定期体检，节日福利,荣耀终端有限公司,消费电子，不需要融资，10000人以上,市场/公关项目
数据产品经理,20-40K·13薪,3-5年，本科,北京·朝阳区·双井,五险一金，定期体检，带薪年假，员工旅游，节日福利,深演智能,互联网，D轮及以上，100-499人,数据中台，数据产品经理，广告投放，网络推广
数据工程师,15-25K·13薪,1-3年，本科,上海·普陀区·武宁,节日福利，年终奖，五险一金，定期体检，员工旅游，带薪年假,英檬科技,数据服务，天使轮，20-99人,Python，Java，OLAP，Pandas，Hadoop
数据科学家,40-70K,10年以上，本科,上海·静安区·南京西路,五险一金，生日福利，通讯补贴，团建聚餐，意外险，股票期权，餐补，节日福利，零食下午茶，带薪年假，员工旅游，补充医疗保险，定期体检，交通补助，ESPP，有无线网,TheTradeDesk,广告营销，已上市，1000-9999人,自然语言处理
数据建模工程师,15-22K,5-10年，本科,深圳·南山区·科技园,员工旅游，餐补，定期体检，免费班车，五险一金，年终奖，带薪年假，交通补助，通讯补贴，节日福利，零食下午茶，住房补贴，补充医疗保险,传音控股,通信/网络设备，已上市，10000人以上,Azkaban，大数据，SAS，SQL，Python，HIVE，Flink
数据标注,3-4K,经验不限，学历不限,石家庄,,政博电子,移动互联网，0-20人,数据采集，图像处理，图形识别，图像分析，图像跟踪
数据仓库,2-4K,经验不限，学历不限,郑州·新郑市·河南工程学院,,卓之航机电,电子商务，20-99人,网络
数据产品经理,15-30K·14薪,3-5年，本科,广州·番禺区·大学城,节日福利，补充医疗保险，定期体检，员工旅游，全勤奖，五险一金，加班补助，带薪年假，定期团建，年终奖，通讯补贴，餐补，零食下午茶，股票期权,探迹,互联网，B轮，1000-9999人,数据产品，数据运营
数据采集项目经理,9-14K,3-5年，大专,上海·闵行区·浦江,,尖刀视,计算机软件，100-499人,Python
数据开发工程师,15-18K,3-5年，大专,上海·浦东新区·陆家嘴,,弘元,银行，100-499人,SQL
业务数据运营专家,6-8K,3-5年，本科,合肥·庐阳区·四里河,节日福利，全勤奖，通讯补贴，员工旅游，生日福利，五险一金，保底工资，年终奖，交通补助，底薪加提成，零食下午茶，团建聚餐,银税远程企业管理,财务/审计/税务，未融资，1000-9999人,业务数据分析，业务模式/运营策略优化，BI平台建设
临床数据管理,10-15K·13薪,1-3年，本科,杭州·钱塘区·金桥街,节日福利，股票期权，年终奖，餐补，通讯补贴，员工旅游，免费班车，加班补助，带薪年假，五险一金，交通补助,浙江龙传生物医药科技,制药，20-99人,临床研究
数据信息员,5-6K,1-3年，大专,北京·顺义区·马坡,餐补，节日福利，五险,北京顺丰快运,物流/仓储，已上市，100-499人,业务数据分析，统计/数学相关专业，计算机相关专业
数据统计员,5-8K,1-3年，大专,巴音郭楞蒙古自治州·库尔勒市·人民东路,,北京泰索,咨询，20-99人,项目实施，咨询领域，管理咨询，安全工程，环境工程
数据统计专员,5-6K,经验不限，大专,河源,节日福利，包吃，有无线网，宿舍有空调，定期体检，免费工装，生日福利，包住，带薪年假，团建聚餐，五险,新希望,农/林/牧/渔，已上市，100-499人,仓管类
数据产品经理,3-6K,1-3年，中专/中技,秦皇岛·海港区·秦皇西大街,,秦皇岛阿普科技,互联网，0-20人,B端产品，小程序/H5产品
数据标注（远程）,3-4K,经验不限，学历不限,重庆·渝中区·解放碑,五险一金，加班补助，带薪年假,路浦人工,智能硬件，未融资，100-499人,兼职工作，数据标注
数据处理专员,200-250元/天,4天/周，大专,天津·北辰区·瑞景新天地,,宏众数科,数据服务，0-20人,全职工作，兼职工作，数据标注，标注数据分析
数据项目经理,16-23K·13薪,5-10年，本科,广州·天河区·东湖,交通补助，五险一金，零食下午茶，年终奖，员工旅游，加班补助，带薪年假,鸿域,音乐/视频/阅读，不需要融资，20-99人,计算机相关专业，大数据项目管理经验
英文数据处理,3-5K,经验不限，大专,苏州·苏州工业园区·独墅湖,零食下午茶，股票期权，员工旅游，节日福利，带薪年假，年终奖，定期体检，五险一金,声通,数据服务，A轮，20-99人,CET-6，英文编辑，数据标注
后端实习生-数据智能,400-410元/天,4天/周，本科,杭州·余杭区·五常,就近租房补贴，年度体检，带薪年假，免费健身设施，意外险，弹性工作制，节日礼品，加班补助，交通补助，节假日加班费，包吃，年终奖，家属自选保险，家庭关爱假，餐补，补充医疗保险，定期体检，法定节假日三薪，餐饮及下午茶，五险一金,北京字节跳动,移动互联网，不需要融资，10000人以上,后端工程师，Java，Spring，Python
大数据开发实习生,180-230元/天,5天/周，本科,北京·朝阳区·望京,五险一金，带薪年假，加班补助，交通补助，补充医疗保险，年终奖，定期体检，零食下午茶,明略科技,互联网，D轮及以上，1000-9999人,Python，SQL，Flink
数据标注,3-8K,经验不限，学历不限,太原,加班补助，住房补贴，零食下午茶，餐补,凌晨科技,互联网，不需要融资，20-99人,图片，2d图3d图
数据开发,15-16K,1-3年，中专/中技,长春·宽城区·火车站,,笛笛网络,游戏，0-20人,脚本扫号器会写
数据管理员,3-5K,经验不限，中专/中技,乌鲁木齐,五险一金，团建聚餐，意外险，保底工资，年终奖，全勤奖，交通补助，通讯补贴，带薪年假，法定节假日三薪，高温补贴，定期体检,甘肃加吉速运有限公司,交通/运输，不需要融资，10000人以上,电商，企业服务
DBA数据库工程师,15-20K·13薪,3-5年，本科,上海·松江区·新桥,五险一金，定期体检，餐补，绩效奖金，带薪年假，住房补贴，节日福利，全勤奖，股票期权，团建聚餐，零食下午茶，生日福利,上海东尚信息,计算机软件，不需要融资，100-499人,MySQL，SQL Server，TiDB，计算机相关专业，DBA工作经验
银行数据架构,30-35K,5-10年，本科,北京·朝阳区·团结湖,补充医疗保险，节日福利，定期体检，带薪年假，五险一金，加班补助,龙盈智达,互联网金融，不需要融资，1000-9999人,大数据平台架构经验
高级数据科学家,15-30K,经验不限，本科,南阳,五险一金，零食下午茶，研发创新奖金，出差福利，绩效激励，团建，股票期权,牧原数字技术有限公司,计算机软件，已上市，10000人以上,数学/统计相关专业
数据项目经理,4-8K,经验不限，学历不限,日照·东港区·万平口风景区,节日福利，全勤奖，年终奖，零食下午茶，通讯补贴，加班补助，员工旅游,昊瀚,游戏，不需要融资，20-99人,企业内部技术项目管理
数据处理专员,3-4K,应届生，大专,北京·海淀区·西二旗,带薪年假，五险一金,中琴科技,计算机软件，未融资，100-499人,学习能力，综合素质
数据采集,3-5K,1-3年，大专,威海·环翠区·望岛,,善利环保,环保，0-20人,测量/测绘工程师
数据挖掘,20-40K,3-5年，本科,深圳·龙华区·民治,五险一金，加班补助，通讯补贴，餐补，定期体检，年终奖，零食下午茶，定期团建，锻炼身体，住房补贴，节日福利，交通补助，带薪年假,深圳计算科学研究...,互联网，未融资，100-499人,C++，计算机相关专业
数据开发,30-40K·14薪,1-3年，本科,北京·顺义区·马坡,五险一金，股票期权，年终奖，带薪年假，免费班车，定期体检，补充医疗保险，交通补助,理想汽车,智能硬件，已上市，10000人以上,Spark，Scala，大数据
数据挖掘,3-5K,经验不限，大专,宝鸡·金台区·行政中心,带薪年假，全勤奖，员工旅游，年终奖，餐补，五险一金，零食下午茶，交通补助，节日福利，加班补助,星泉玖州,数据服务，不需要融资，20-99人,计算机相关专业，数学/统计相关专业，大数据处理经验
数据文员,3-5K,1年以内，大专,南宁·西乡塘区·相思湖,,世纪青洋民大分公司,批发/零售，0-20人,文员，收银员，理货员
数据标注工程师,4-6K,1-3年，大专,长春·宽城区·北湖,全勤奖，有无线网，员工旅游,数据加,数据服务，未融资，100-499人,数据标注
数据工程专家【2月北京专场】,20-40K·16薪,3-5年，本科,北京·朝阳区·望京,五险一金，交通补助，补充医疗保险，零食下午茶，员工旅游，免费班车，餐补，股票期权，节日福利，年终奖,阿里巴巴集团,互联网，已上市，10000人以上,数据仓库，ETL，SQL，Python，Shell，分布式技术
大数据售前咨询顾问,25-50K·15薪,10年以上，本科,北京·朝阳区·三元桥,六险一金，定期体检，交通补助，补充医疗保险，五险一金，加班补助，员工旅游，股票期权，带薪年假，年终奖，社团福利，零食下午茶，通讯补贴，节日福利,Kyligence,计算机软件，D轮及以上，100-499人,售前技术支持经验
大数据开发工程师,18-28K·14薪,3-5年，本科,长沙·长沙县·星城国际,五险一金，定期体检，年终奖，股票期权，免费班车，包吃，节日福利，餐补，带薪年假，专利奖金,三一重工,企业服务，已上市，10000人以上,数仓建设经验，Java，Hive，大数据开发经验，Hadoop
数据标注 新余,3-4K,经验不限，大专,新余·渝水区·喜盈门·范城购物中心,全勤奖，住房补贴,昆仑度科技,数据服务，未融资，500-999人,全职工作，标注方法优化，数据标注，标注数据分析
数据采集工程师,11-20K,1-3年，本科,深圳·南山区·科技园,五险一金，补充医疗保险，定期体检，节日福利，餐补，零食下午茶，双休，带薪年假，年终奖,鹏微,计算机软件，未融资，20-99人,Java，大数据处理经验，Python
数据算法实习生,200-300元/天,5天/周，硕士,杭州·西湖区·西溪,五险一金，员工旅游，节日福利，零食下午茶,以及科技,电子商务，天使轮，20-99人,搜索/推荐，智能营销/广告，智能驾驶，Python
高级数据库工程师,18-25K,3-5年，本科,杭州·钱塘区·和达东东城,定期体检，绩效奖金，餐补，生日福利，股票期权，全勤奖，团建聚餐，五险一金,利欧信息,环保，不需要融资，100-499人,Docker，MySQL，PostgreSQL，计算机相关专业
数据标注专员,4-6K,经验不限，中专/中技,湖州·德清县·武康镇,,浙江中导北斗,计算机软件，0-20人,全职工作，标注结果整理，数据标注，图片标注，文本标注
大数据开发,20-40K·13薪,3-5年，本科,北京·朝阳区·百子湾,五险一金，股票期权，带薪年假,热汗科技,电子商务，20-99人,Java，Spark，Storm，大数据开发经验，数仓建设经验
数据标注专员,2-4K,经验不限，学历不限,安阳·文峰区·华强新天地,,安阳半山,数据服务，100-499人,全职工作，数据标注，图片标注，区域标注，描点标注
数据治理专家,25-50K·14薪,5-10年，本科,北京·大兴区·亦庄,股票期权，带薪年假，员工旅游，零食下午茶，包吃，五险一金，免费班车，年终奖，定期体检，节日福利，补充医疗保险，餐补,京东振世,互联网，不需要融资，10000人以上,数据仓库，数据治理，大数据，网络安全
大数据开发,18-30K·13薪,3-5年，本科,上海·静安区·南京西路,年终奖，带薪年假，补充医疗保险，定期体检，五险一金,谷武0,其他专业服务，不需要融资，10000人以上,Java，SQL，Flink，计算机相关专业，大数据开发经验
数据研发专家,35-50K·16薪,5-10年，本科,重庆·南岸区·弹子石,团建聚餐，绩效奖金，股票期权，交通补助，包吃，零食下午茶，餐补，住房补贴，节假日加班费，补充医疗保险，法定节假日三薪，五险一金，免费班车，意外险，带薪年假，员工旅游，定期体检，加班补助，节日福利，年终奖,蚂蚁金服,互联网，未融资，10000人以上,数据模型，Hadoop，HIVE，风控建模
数据库架构师,13-20K,5-10年，本科,上海·杨浦区·东外滩,,上海展酷,企业服务，20-99人,大数据平台架构经验，大数据处理经验，SQLServer，数据集成
数据标注员,3-6K,经验不限，中专/中技,聊城,,莘县鑫辰数据服务...,数据服务，0-20人,全职工作，标注方法优化，数据标注，标注数据分析
数据库开发工程师,200-250元/天,3天/周，本科,深圳·龙岗区·坂田,年终奖，定期体检，餐补，股票期权，加班补助，零食下午茶，员工旅游，补充医疗保险，节日福利，五险一金,华为,计算机软件，不需要融资，10000人以上,C++
大数据开发工程师,20-35K·14薪,经验不限，本科,南京·江宁区·开发区,加班补助，定期体检，年终奖，带薪年假，员工旅游，股票期权，绩效奖金，团建聚餐，交通补助，五险一金，定期体检，餐补，生日福利，零食下午茶，节日福利，有无线网，补充医疗保险,领行科技,互联网，B轮，1000-9999人,Python，Hive，Spark，ETL开发经验，大数据开发经验
大数据开发工程师,15-20K·13薪,3-5年，本科,南京·玄武区·仙鹤门,年终奖，交通补助，补充医疗保险，带薪年假，免费班车，零食下午茶，五险一金，餐补，股票期权，通讯补贴，定期体检，节日福利,苏宁IT,互联网，已上市，10000人以上,Java，大数据
数据统计专员,5-6K,1-3年，本科,佛山·南海区·平洲,,炫影装饰,广告/公关/会展，20-99人,统计报账员
数据统计专员,3-4K,1-3年，本科,荆州·荆州区·城南,包吃,东焕机械,机械设备/机电/重工，20-99人,互联网企业经验
数据标注专员,3-8K,经验不限，学历不限,泉州·丰泽区·华侨大学周边,,乐云科技,数据服务，20-99人,全职工作，标注结果整理，数据标注，标注数据分析
地图数据工程师,4-5K,经验不限，大专,武汉·江夏区·关山,生日会，带薪培训，加班补助，节日福利，全勤奖，年终奖，餐补,谱蓝科技,互联网，未融资，500-999人,地图导航
数据仓库工程师,20-40K·15薪,1-3年，本科,北京·海淀区·皂君庙,节日礼品，餐饮及下午茶，零食下午茶，员工旅游，股票期权，免费健身设施，年终奖，带薪年假，家庭关爱假，家属自选保险，包吃，年度体检，弹性工作制，补充医疗保险，就近租房补贴，绩效奖金，五险一金，定期体检，团建聚餐，住房补贴,字节跳动,互联网，D轮及以上，10000人以上,SQL，HIVE，Spark，Python
数据标注员,5-6K·13薪,经验不限，大专,上海·静安区·大悦城,年终奖，定期体检，员工旅游，零食下午茶，全勤奖，股票期权，餐补，五险一金，加班补助，带薪年假，节日福利,上海嘉略网络科技...,互联网，天使轮，20-99人,图片，文字，数据标注，运维
DBA（数据库工程师）,12-24K·14薪,经验不限，本科,杭州·滨江区·长河,五险一金，定期体检，年终奖，节日福利，带薪年假，加班补助,慧康物联网,计算机服务，500-999人,DBA工作经验
数据标注员,3-6K,经验不限，高中,黔南布依族苗族自治州,,贵州乘黄科技有限公司,专利/商标/知识产权，20-99人,全职工作，标注结果整理，数据标注，标注数据分析
数据标注员,3-6K,经验不限，高中,枣庄·滕州市·北辛,带薪年假，年终奖，全勤奖，加班补助,宇浩,计算机服务，未融资，20-99人,语音标注，标注质检，文本标注，视频标注，图片标注
数据统计实习生,4-5K,经验不限，中专/中技,广州·番禺区·钟村,交通补助，五险一金，通讯补贴，年终奖，带薪年假，加班补助，免费班车，餐补,广州市嘉诚国际物...,物流/仓储，已上市，1000-9999人,五险一金
数据产品(J13287),16-30K·14薪,3-5年，本科,杭州·拱墅区·大关,餐补，带薪年假，五险一金，定期体检，补充医疗保险,中华财险总部,互联网金融，不需要融资，10000人以上,搜索产品，市场调研，产品设计，Axure
数据开发工程师,12-16K·13薪,5-10年，本科,深圳·福田区·华强南,零食下午茶，补充医疗保险，员工旅游，定期体检，餐补，节日福利，年终奖，五险一金，加班补助，带薪年假,砾阳软件,计算机软件，不需要融资，100-499人,Shell，Kettle，Spark，Impala，MapReduce
GIS数据处理工程师,4-6K,经验不限，本科,西安·雁塔区·玫瑰大楼,五险一金，节日福利，生日礼物，员工旅游，加班补助，带薪年假,西安开驰曼,数据服务，未融资，20-99人,油气储运，数学，分析
大数据技术经理,12-20K,5-10年，本科,南昌·青山湖区·艾溪湖,五险一金，带薪年假，节日福利，年终奖，零食下午茶,江西高创,通信/网络设备，B轮，100-499人,Java，Shell，Spark，计算机相关专业
超市数据采集（高县兼职）,15-20元/时,经验不限，学历不限,宜宾·高县·恒远兴城,餐补，定期体检，免费班车，零食下午茶，五险一金，加班补助，带薪年假，免费住宿，节日福利,蓝月亮,生活服务，已上市，10000人以上,兼职，就近安排，时间自由
数据中心机房设计师,8-10K,1-3年，大专,杭州,,昌亿,运营商/增值服务，20-99人,IDC机房，强弱电，工程造价，概预算，Ups电源
数据标注工程师,3-5K,经验不限，中专/中技,商丘·梁园区·商丘经开区,,河南省啦了个哐科技,分类信息，100-499人,全职工作，数据标注，图片标注，标框标注，数据分析能力强
数据咨询合伙人,25-50K,经验不限，学历不限,贵阳·观山湖区·世纪金源,,智启未来科技有限公司,企业服务，0-20人,SQL，Python，Java
航测内业数据处理,5-10K,经验不限，大专,北京·昌平区·昌平镇,,天一佳信,计算机服务，未融资，100-499人,需求采集
数据通信工程师,10-11K,1-3年，本科,宁波·余姚市·兰江,通讯补贴，全勤奖，加班补助，年终奖，餐补，五险一金，交通补助，住房补贴,天禧照明,食品/饮料/烟酒，不需要融资，0-20人,大数据，无线通信，5G，数据通信
数据库运维工程师,6-10K,1-3年，本科,天津·南开区·鼓楼,五险一金，年终奖,云建,专利/商标/知识产权，0-20人,DBA，MySQL，Oracle，PostgreSQL，Shell，运维工程师
数据编译工程师(J10990),20-40K·14薪,3-5年，本科,北京·海淀区·西北旺,免费班车，五险一金，定期体检，零食下午茶，年终奖，餐补，交通补助，通讯补贴，员工旅游，带薪年假，节日福利，补充医疗保险，股票期权,四维图新,互联网，已上市，1000-9999人,C++
环保数据审核员,5-7K·13薪,1-3年，本科,长沙·芙蓉区·火车站,定期体检，年终奖，带薪年假，通讯补贴，包吃，节日福利,微智兆,智能硬件，未融资，100-499人,环保，环境，朝九晚五双休
大数据开发工程师,12-18K,1-3年，本科,深圳·南山区·南油,员工旅游，带薪年假，团建聚餐，零食下午茶，绩效奖金，五险一金,笑傲科技,电子商务，未融资，100-499人,大数据开发经验
APP/前端数据监测工程师,10-15K·13薪,1-3年，本科,北京·朝阳区·劲松,,Truemetrics,互联网，不需要融资，20-99人,IOS，Android，小程序，移动端，JavaScript
数据产品经理,12-18K,3-5年，本科,广州·天河区·石牌,年终奖，员工旅游，节日福利，带薪年假，零食下午茶，五险一金，定期体检,数说故事,互联网，C轮，500-999人,TO B，数据产品，大数据产品，产品经理，商业产品，社交
产品经理（数据库）,15-30K·15薪,5-10年，本科,广州·海珠区·琶洲,,天翼云科技公司,互联网，1000-9999人,B端产品，云计算产品，产品规划，需求分析，产品设计
数据工程师(爬虫),15-28K·14薪,在校/应届，本科,北京·海淀区·公主坟,年终奖，交通补助，股票期权，有竞争力薪酬，定期体检，节日福利，支持远程工作，设备补贴，五险一金，带薪年假,尘宇空间,互联网，不需要融资，0-20人,网络爬虫技术，网络协议，数据挖掘，Python，SQL
数据统计专员,5-6K,3-5年，本科,潍坊·奎文区·潍坊学院,五险一金，补充医疗保险，餐补，加班补助，年终奖，员工旅游，带薪年假，定期体检，通讯补贴,中润浩科集团,建筑设计，未融资，100-499人,人口普查，经济普查等
DBA数据库工程师,15-30K·15薪,3-5年，本科,兰州·城关区·火车站,交通补助，员工旅游，定期体检，带薪年假，节日福利，住房补贴，补充医疗保险，年终奖，股票期权，零食下午茶，全勤奖，五险一金，餐补,大成智慧科技,互联网，天使轮，100-499人,DevOps
数据标注员,3-4K·24薪,经验不限，初中及以下,辽源·龙山区·龙山新城,补充医疗保险，加班补助，定期体检，全勤奖，年终奖，零食下午茶，包吃，节日福利，餐补,点云数字,数据服务，不需要融资，20-99人,全职工作，标注方法优化，标注结果抽查，数据标注
数据标注实习生,80-160元/天,6天/周，,许昌·长葛市·一峰城市广场,有无线网，员工旅游，团建聚餐，夜班补助，年终奖，全勤奖，底薪加提成，节日福利，绩效奖金,河南霸行科技有限公司,互联网，未融资，100-499人,全职工作，标注方法优化，标注结果整理，数据标注
数据标注员,3-6K,经验不限，大专,平顶山·宝丰县·德信泉百货,,宝丰县柏琳家纺店,服装/纺织/皮革，0-20人,全职工作，数据标注，图片标注，标框标注，接受加班
数据建模专家 / 算法工程师,20-40K·14薪,3-5年，本科,上海·徐汇区·龙华,慰问礼金，带薪年假，五险一金，1年2次调薪，定期海外旅游，年终奖，定期团建，节日福利，补充医疗保险，定期户外拓展，国家法定假期，生育礼金，结婚礼金，带薪病假，零食下午茶，餐补，健身俱乐部,旭荣科技,互联网，未融资，20-99人,Python，金融行业数据相关经验，信贷，消费金融，风控
运维大数据工程师,20-30K,1-3年，本科,上海·闵行区·机场,,春秋航空股份有限公司,交通/运输，已上市，1000-9999人,计算机相关专业
广告数据整理兼职,1-2K,经验不限，中专/中技,合肥·蜀山区·中环城,,中皖,广告/公关/会展，0-20人,日结，包午餐
大数据开发（java),20-30K,3-5年，本科,杭州·西湖区·转塘,有无线网，免费工装，团建聚餐，交通补助，年终奖，餐补，补充医疗保险，员工旅游，生日福利，股票期权，通讯补贴，定期体检，法定节假日三薪，节日福利，生日福利，五险一金，零食下午茶，多路线班车，带薪年假，周三运动日,数梦工场,数据服务，B轮，1000-9999人,Java，Java开发经验，计算机/软件工程相关经验
数据标注运营专员,3-6K,经验不限，中专/中技,自贡·大安区·龙井,全勤奖，加班补助，年终奖，员工旅游，节日福利，餐补，交通补助，五险一金,河北胜图,数据服务，不需要融资，100-499人,全职工作，数据标注，图片标注，文本标注，区域标注
大数据专家,25-45K·15薪,5-10年，本科,杭州·滨江区·浦沿,员工旅游，带薪年假，年终奖，定期体检，交通补助，餐补，住房免息贷款，免费班车，节日福利，通讯补贴，加班补助，包吃，补充医疗保险，五险一金,浙江大华,互联网，已上市，10000人以上,分布式技术，hadoop，大数据，java
数据情报实习生,120-170元/天,4天/周，本科,上海·浦东新区·张江,,爱达品智,互联网，A轮，0-20人,调研员
数据标注专员,3-5K,经验不限，大专,太原,年终奖，绩效奖，员工旅游，节日福利，带薪年假，全勤奖,驰达盛立,电子商务，不需要融资，20-99人,图片，文字，不涉黄涉暴
数据标注专员,2-6K,经验不限，大专,大同·平城区·东信,绩效奖金，年终奖，五险一金,山西洋芷信息科技,数据服务，未融资，0-20人,全职工作，标注方法优化，数据标注，标注数据分析
数据产品经理,10-20K,3-5年，本科,南京·玄武区·仙鹤门,年终奖，五险一金，定期体检，带薪年假，餐补,苏宁云商集团,互联网，已上市，10000人以上,大数据，产品经理，项目管理
数据标注专员,3-4K,经验不限，中专/中技,宿迁,绩效奖金，住房补贴，包吃，包住，五险一金，免费工装，团建聚餐，餐补，有无线网，零食下午茶，底薪加提成，宿舍有空调,京彩唛语,电子商务，未融资，1000-9999人,数据标注，文本标注，全职工作，标注结果整理
数据标注专员,2-3K,经验不限，大专,珠海·香洲区·新香洲,年终奖，员工旅游，带薪年假，定期体检，节日福利，补充医疗保险，股票期权，加班补助，零食下午茶，五险一金,极视角,计算机软件，C轮，100-499人,数据标注，图片，全职工作，描点标注，视频，文字
数据标注兼职,2000-5000元/月,经验不限，学历不限,安阳·林州市·红旗渠广场,交通补助，节日福利，高温补贴，餐补，全勤奖，零食下午茶，节假日加班费，生日福利，加班补助，绩效奖金，通讯补贴，团建聚餐,安阳市浩伟电子商务,电子商务，不需要融资，20-99人,全职工作，兼职工作，数据标注，图片标注，文本标注
数据标注专员,3-5K,经验不限，高中,庆阳·西峰区·庆阳,,沃行科技,数据服务，100-499人,全职工作，兼职工作，数据标注，图片标注，文本标注
数据录入专员,1-2K,经验不限，学历不限,成都·成华区·二仙桥,绩效奖金，年终奖，定期体检，意外险，补充医疗保险，五险一金,思创瑞启,地产经纪/中介，不需要融资，0-20人,兼职，无需坐班，成都的
数据库开发工程师,8-13K,1-3年，大专,重庆·渝中区·解放碑,,亚鑫达,医疗健康，天使轮，20-99人,Linux，加密，Oracle
数据治理工程师,13-20K·13薪,3-5年，本科,苏州·苏州工业园区·车坊,节日福利，五险一金，年终奖，零食下午茶，带薪年假,苏州智在,互联网，未融资，20-99人,ETL开发经验，PowerBI
大数据开发工程师-电商业务,25-50K·15薪,经验不限，本科,杭州·余杭区·五常,家庭关爱假，补充医疗保险，餐饮及下午茶，年度体检，弹性工作制，免费健身设施，节日礼品，就近租房补贴，家属自选保险，五险一金,今日头条,移动互联网，未融资，10000人以上,Python，Scala，Spark，Hbase，Flink，Kylin，Druid
数据库测试工程师,15-25K,5-10年，本科,深圳·南山区·科技园,意外险，定期体检，股票期权，零食下午茶，五险一金，年终奖，生日福利，通讯补贴，带薪年假，员工旅游，补充医疗保险，团建聚餐，餐补，加班补助，绩效奖金，七险一金，节日福利,贝格迈思,计算机服务，天使轮，20-99人,性能测试，功能测试，MySQL
bi数据开发工程师,8-12K,3-5年，大专,武汉·洪山区·光谷,绩效奖金，五险一金,源于信科技,计算机软件，未融资，20-99人,C++，Java，Python，计算机相关专业，大数据开发经验
数据咨询师/数据治理咨询师,15-30K·13薪,经验不限，本科,成都·武侯区·新会展中心,五险一金，年终奖，补充医疗保险，住房补贴，节日福利，带薪年假，员工旅游，交通补助，定期体检,喆塔科技,计算机软件，未融资，100-499人,客户售前支持，信息化战略规划
大数据测试工程师,15-25K,1-3年，本科,南京·雨花台区·南京南站,补充医疗保险，定期体检，节日福利，五险一金，股票期权，零食下午茶，加班补助，员工旅游，餐补，年终奖,华为,计算机软件，不需要融资，10000人以上,自动化测试经验，Java，测试工作经验，自动化测试
大数据研发工程师,200-250元/天,4天/周，本科,南京·秦淮区·洪家园,补充医疗保险，带薪年假，节日福利，定期体检，五险一金,百胜,餐饮，已上市，10000人以上,Scala，Spark，Flink，计算机相关专业，kafka
高级大数据工程师（深圳）,15-25K,3-5年，大专,深圳·南山区·科技园,定期体检，员工旅游，年终奖，零食下午茶，带薪年假，五险一金，节日福利，商业意外险，交通补助,银兴智能数据,数据服务，未融资，20-99人,Python，Shell，分布式技术，网络协议
数据中心运维值班长,8-10K,1年以内，大专,无锡·梁溪区·扬名,,中物达,计算机服务，500-999人,IDC机房运维，运维经验，基础设置运维
数据算法工程师,30-50K,3-5年，硕士,北京·海淀区·双榆树,交通补助，年终奖，节日福利，补充医疗保险，带薪年假，住房补贴，股票期权，免费早晚餐，五险一金，包吃，免费班车，员工旅游，定期体检，零食下午茶，免费健身房，公仔周边活动，餐补,腾讯,互联网，不需要融资，10000人以上,推荐算法，深度学习算法，机器学习算法，Spark，Python
生产数据统计员,4-5K·13薪,经验不限，本科,南昌,定期体检，全勤奖，年终奖，餐补，员工旅游，补充医疗保险，五险一金，带薪年假，节日福利,南昌湘大,农/林/牧/渔，已上市，1000-9999人,生产文员/统计员
大数据开发工程师,12-20K·13薪,3-5年，本科,长沙·望城区,五险一金，零食下午茶，餐补，交通补助，员工旅游，通讯补贴，节日福利，补充医疗保险，定期体检，住房补贴，带薪年假,大大买钢,电子商务，A轮，500-999人,SQL，Spark，Hadoop，Kafka，Flume，Impala，Sqoop
大数据架构师,18-35K,3-5年，本科,厦门·思明区·会展中心,定期体检，节日福利，年终奖，员工关怀，补充医疗保险，带薪年假，工会福利，五险一金，零食下午茶，餐补,建信金科,银行，不需要融资，1000-9999人,数据架构师，数据仓库，Hive，Hadoop，Spark，Kafka
数据挖掘初级工程师,8-13K·13薪,1年以内，本科,大连·甘井子区·高新园区,年终奖，交通补助，五险一金，通讯补贴，节日福利，员工旅游,大连同欣,计算机服务，未融资，0-20人,机器学习算法，算法设计，人工智能，大数据，数据挖掘
大数据运维工程师,8-12K,1-3年，本科,西安·雁塔区·科技路西口,年终奖，节日福利，五险一金，带薪年假，补充医疗保险,中能瑞通,电力/热力/燃气/水利，100-499人,Spark，Hadoop，Flume，HDFS，HIVE，Flink，Hbase
工业数据应用高级工程师,12-18K·16薪,3-5年，本科,常州·新北区·璜土镇,节日福利，员工旅游，免费班车，带薪年假，年终奖，定期体检，补充医疗保险，零食下午茶，通讯补贴，五险一金，餐补，交通补助，住房补贴,天合光能,新能源，已上市，10000人以上,产品设计
