,岗位名称,薪资待遇,岗位地区,公司福利,公司名称,岗位需要技能,salary1,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数
923,行业分析师 跨境电商,10,深圳,员工旅游，补充医疗保险，年终奖，带薪年假，五险一金，零食下午茶，节日福利,云帆出海,数据分析/挖掘经验，电商/零售行业数据相关经验,12,本科,1-3年,7,2,移动互联网,未融资,20-99人
924,数据统计员,4.5,沈阳,,沈阳鑫杰尼赛斯,数据分析，统计员,12,本科,经验不限,0,2,服装/纺织/皮革,未融资,20-99人
925,数据管理员,7,深圳,,深圳博鹏智能,数据分析，游戏，人工智能，物联网，网络安全,12,大专,经验不限,0,5,电子商务,未知,20-99人
926,数据挖掘工程师,32.5,深圳,全勤奖，免费班车，零食下午茶，交通补助，通讯补贴，定期体检，提供住宿，住房补贴，带薪年假，股票期权，餐补，餐补，员工旅游，五险一金，节日福利,vivo,数据挖掘，数据分析，Python，分布式技术，Spark，大数据,12,硕士,3-5年,15,6,移动互联网,不需要融资,10000人以上
927,数据专员,9,上海,,水象金融,数据挖掘，数据库开发，数据分析,12,本科,1-3年,0,3,互联网金融,未知,1000-9999人
928,数据产品经理,22.5,苏州,定期体检，不打卡，员工旅游，五险一金，年终奖，带薪年假，节日福利，每月生日会，不定期活动,盈天地,市场调研，用户研究，数据分析，大数据产品，产品设计,12,本科,3-5年,9,5,互联网,未融资,100-499人
929,商品数据专员,5,常州,年终奖，餐补，定期体检，节日福利，员工旅游，五险一金，全勤奖，带薪年假,威尔贝鲁,电商类产品，电商，数据分析，商品数据,13,大专,1年以内,8,4,电子商务,未融资,100-499人
930,数据产品经理,9.5,武汉,节日福利，五险一金，每年多次调薪，加班工资，年终奖，零食下午茶，股票期权，团建聚餐，加班补助，带薪年假，员工旅游,深圳市财富趋势科...,SQL，市场调研，需求分析，产品设计，数据分析，Mockplus,14,本科,1-3年,11,6,计算机软件,已上市,500-999人
931,数据产品经理,17,苏州,五险一金，通讯补贴，员工旅游，带薪年假，餐补，加班补助，年终奖，定期体检，股票期权，交通补助，节日福利,企查查,SQL，市场调研，用户研究，产品运营，数据分析,15,本科,3-5年,11,5,移动互联网,D轮及以上,500-999人
932,数据挖掘工程师,9.5,南宁,团建聚餐，生日福利，绩效奖金，股票期权，带薪年假，定期体检，年终奖，节日福利，五险一金，加班补助,北京资采,数据仓库，数据分析，Python，Java，分布式技术，Spark,12,本科,经验不限,10,6,通信/网络设备,B轮,100-499人
933,数据仓库工程师,21.5,成都,定期体检，五险一金，节日福利，带薪年假,达实旗云,SQL，数据建模，数据分析,12,本科,5-10年,4,3,计算机软件,天使轮,100-499人
934,数据架构师,30,深圳,交通补助，股票期权，生日福利，绩效奖金，高温补贴，补充医疗保险，团建聚餐，节日福利，员工旅游，定期体检，餐补，年终奖，企业年金，带薪年假，通讯补贴，五险一金，包吃,辽宁振兴银行,信息安全，数据分析，数据架构,12,本科,5-10年,17,3,互联网金融,未融资,100-499人
935,大数据讲师,27.5,北京,五险一金，年终奖，节日福利，带薪年假，股票期权，员工旅游,千易云,Linux，java，数据分析,12,学历不限,3-5年,6,3,计算机软件,未融资,20-99人
936,数据产品经理,27.5,上海,交通补助，股票期权，零食下午茶，全勤奖，餐补，员工旅游，年终奖，补充医疗保险，定期体检，节日福利，五险一金，带薪年假，带薪病假,MobTech,市场调研，数据分析，大数据产品，TO G，用户增长,12,学历不限,经验不限,13,5,数据服务,B轮,100-499人
937,数据产品经理,30,上海,零食下午茶，节日福利，年终奖，五险一金，带薪年假，定期体检，交通补助，员工旅游，餐补，股票期权,上海皑恩信息技术...,需求分析，产品设计，B端产品，数据分析，产品/版本迭代,12,本科,3-5年,10,5,互联网,不需要融资,20-99人
938,资产数据产品经理-数据内容产品方向,42.5,上海,餐补，定期体检，五险一金，包吃，带薪年假，年终奖，加班补助,小红书,内容产品，社区产品，大数据产品，流量产品，产品运营,15,本科,3-5年,7,5,电子商务,D轮及以上,1000-9999人
939,教育大数据产品经理,26.5,北京,年终奖，包吃，定期体检，带薪年假，节日福利，五险一金,紫光教育科技,大数据产品，产品设计，市场调研，数据分析，产品运营,14,本科,3-5年,6,5,计算机软件,未融资,100-499人
940,网易严选资深数据挖掘工程师,35,杭州,补充医疗保险，全勤奖，定期体检，节日福利，年终奖，免费班车，包吃，五险一金，带薪年假,网易,数据分析，用户画像,16,本科,3-5年,9,2,移动互联网,已上市,10000人以上
941,数据产品经理,22.5,北京,五险一金，补充医疗保险，带薪年假，通讯补贴，节日福利，人身意外保险,斑马天下,数据产品，用户增长,14,本科,3-5年,6,2,在线教育,A轮,500-999人
942,Java大数据讲师,19.5,南京,节日福利，带薪年假，年终奖，五险一金，全勤奖，法定节假日三薪，零食下午茶，保底工资，节假日加班费,源本科技,全职工作，线下教学，线上教学，院校专业课，职业培训班,13,大专,5-10年,9,5,培训机构,未知,20-99人
943,大数据数据研发(AF-CD)(J10572),22.5,成都,绩效奖金，免费工装，公积金12%，生日福利，工龄奖，定期体检，五险一金，高温补贴，节日福利，意外险，通讯补贴，带薪年假，股票期权，春节假期12天，交通补助，团建聚餐，高温假，补充医疗保险，年终奖，餐补,电科网安,Python，Java，大数据开发经验，数仓建设经验，hadoop,12,本科,5-10年,20,5,信息安全,已上市,1000-9999人
944,数据专员,4,清远,,清远市优代汽车服务,用户运营，车辆运营，数据运营,12,中专/中技,1-3年,0,3,交通/运输,未知,100-499人
945,数据开发,31.5,北京,,美团,Python，Scala，Spark，Hadoop，Flink，Hbase，HIVE,15,本科,3-5年,0,7,互联网,已上市,10000人以上
946,高级大数据工程师,22.5,北京,五险一金，带薪年假，年终奖，节日福利，免费班车，补充医疗保险,上海蓝云,Spark，HDFS，SQL，MapReduce，MySQL，SQL Server,16,本科,5-10年,6,6,互联网,未知,1000-9999人
947,大数据开发工程师,7.5,潍坊,员工旅游，交通补助，节日福利，年终奖，零食下午茶，五险一金，餐补，带薪年假,翔悦,SQL，Hadoop，Scala，Spark，Storm，FineReport（帆软）,12,大专,1-3年,8,6,计算机软件,未融资,20-99人
948,数据,4.5,厦门,,泉州鑫棱贸易有限公司,无经验，实习盖章,12,学历不限,经验不限,0,2,电子商务,未知,0-20人
949,gis数据处理,8,郑州,底薪加提成，免费停车场，五险一金，定期体检，团建聚餐，节假日加班费，股票期权，湖景办公室，加班补助，节日福利，补充医疗保险，餐补，员工旅游，年终奖,和达科技,ArcGIS，SuperMap，GeoServer，地理信息/测绘工程相关专业,14,本科,1-3年,14,4,计算机软件,已上市,500-999人
950,数据处理专员,6.5,成都,交通补助，餐补，全勤奖，通讯补贴，定期体检，年终奖，带薪年假，员工旅游，节日福利，加班补助，补充医疗保险，五险一金，零食下午茶,四川天正,Excel,13,本科,1-3年,13,1,计算机软件,未融资,20-99人
951,数据统计员,4,长沙,包吃,湖南鲜达居餐饮管...,数据统计,12,大专,1年以内,1,1,餐饮,未知,0-20人
952,数据运营,7.5,福州,年终奖，工龄奖，节日福利，五险一金，员工旅游，餐补，零食下午茶，全勤奖，高温补贴，加班补助，定期体检，生日福利，团建聚餐，带薪年假,东西乐活科技,Amazon，沃尔玛，数据分析能力，电商店铺运营，B2C,13,本科,经验不限,14,5,互联网,A轮,100-499人
953,数据安全顾问,25,深圳,加班补助，股票期权，五险一金，全勤奖，零食下午茶，补充医疗保险，员工旅游，带薪年假，节日福利，年终奖,建安润星,数据分类分级，数据安全治理，数据安全风险评估,15,本科,3-5年,10,3,咨询,未融资,100-499人
954,数据产品经理,9.5,长沙,五险一金，通讯补贴，员工旅游，股票期权，带薪年假，加班补助，零食下午茶，年终奖,Sandalwood,SQL，Excel,14,本科,1-3年,8,2,数据服务,不需要融资,20-99人
955,数据专员,4.5,重庆,零食下午茶，团建聚餐，不定期团建，社会保险，有无线网，节日福利,商生万物科技,业务数据分析，数据分析/商业分析经验，财务/审计工作经验,12,大专,3-5年,6,3,电子商务,不需要融资,0-20人
956,数据挖掘,30,杭州,带薪年假，股票期权，全勤奖，节日福利，餐补，五险一金，零食下午茶，定期体检，交通补助，通讯补贴，年终奖，员工旅游,安脉盛,C++，Python,15,硕士,3-5年,12,2,仪器仪表/工业自动化,B轮,100-499人
957,数据挖掘工程师,18,杭州,零食下午茶，节日福利，带薪年假，股票期权，五险一金,首域万物互联,Python，深度学习算法，机器学习算法，Matlab，Pandas,13,硕士,经验不限,5,5,数据服务,A轮,20-99人
958,JD - DataScience 数据挖掘工程师,22.5,杭州,包吃，定期体检，年终奖，股票期权，带薪年假，住房补贴，餐补，通讯补贴，五险一金，交通补助，员工旅游，节日福利，零食下午茶,Whale 帷幄,SQL，Python，数学/统计相关专业，大数据处理经验,13,本科,经验不限,13,4,数据服务,C轮,100-499人
959,数据主管（双休）,6,南京,节日福利，年终奖，五险，零食下午茶,南京玖九,数学/统计学专业,12,大专,3-5年,4,1,新能源,未融资,100-499人
960,数据开发,37.5,上海,五险一金，定期体检，带薪年假，餐补，免费班车,360集团,Java，Scala，Hadoop，Kafka，Storm，Flink，Pig，Presto,12,本科,3-5年,5,8,互联网,D轮及以上,1000-9999人
961,数据建模,20,南京,餐补，定期体检，年终奖，交通补助，五险一金，免费班车，通讯补贴，节日福利，包吃，带薪年假,苏宁金融,数据仓库，Hive,12,本科,5-10年,10,2,互联网,已上市,1000-9999人
962,数据员,4,重庆,定期体检，员工旅游，股票期权，五险一金,严实集团,结算，付款，报销，制表,12,大专,经验不限,4,4,工程施工,未融资,20-99人
963,数据专员,3.5,邢台,五险，包吃，节日福利，年终奖，团建聚餐，全勤奖,河北宽衍智能装备,全职工作,12,大专,经验不限,6,1,仪器仪表/工业自动化,未融资,20-99人
964,数据标注,4.5,安阳,团建聚餐，全勤奖，底薪加提成，保底工资，绩效奖金，五险一金,河南诚凡智能科技,全职工作，兼职工作，数据标注，图片标注，文本标注,12,学历不限,经验不限,6,5,数据服务,不需要融资,20-99人
965,数据挖掘,45,深圳,免费健身房，节日福利，免费早晚餐，带薪年假，五险一金，有无线网，餐补，交通补助，公仔周边活动，零食下午茶，股票期权，年终奖，补充医疗保险，定期体检，员工旅游，绩效奖金，包吃，免费班车，住房补贴，意外险,腾讯,Python，深度学习算法，机器学习算法，自然语言处理，Spark,12,本科,3-5年,20,5,互联网,不需要融资,10000人以上
966,数据标注,4.5,新余,节日福利，包住，宿舍有空调，住房补贴，五险一金，底薪加提成，保底工资，绩效奖金，意外险，加班补助,江西云百讯,全职工作，标注结果抽查，标注结果整理，数据标注,12,大专,经验不限,10,4,计算机服务,未融资,500-999人
967,数据统计专员,5,海口,全勤奖，生日福利，五险一金，节日福利，加班补助，带薪年假，员工旅游,中视智行,国内采购，统计学，对数据敏感，食品饮品，生鲜果蔬,12,本科,1-3年,7,5,互联网,未融资,100-499人
968,数据文员,3.5,潮州,,恒然卫浴,文员，办公,12,高中,1-3年,0,2,批发/零售,未知,100-499人
969,高级数据挖掘(A39710),32.5,广州,节日福利，五险一金，夜班补助，餐补，团建聚餐，周末双休，零食下午茶，年终奖，免费班车，绩效奖金，底薪加提成，员工旅游，带薪年假，免费工装，通讯补贴,广州骏伯网络,Python，计算机相关专业，数学/统计相关专业,12,本科,5-10年,15,3,互联网,未融资,100-499人
970,数据助理,10,北京,带薪年假，股票期权，通讯补贴，年终奖，免费班车，零食下午茶，加班补助，五险一金，补充医疗保险，定期体检，节日福利,荣耀终端有限公司,市场/公关项目,12,本科,1-3年,11,1,消费电子,不需要融资,10000人以上
971,数据产品经理,30,北京,五险一金，定期体检，带薪年假，员工旅游，节日福利,深演智能,数据中台，数据产品经理，广告投放，网络推广,13,本科,3-5年,5,4,互联网,D轮及以上,100-499人
972,数据工程师,20,上海,节日福利，年终奖，五险一金，定期体检，员工旅游，带薪年假,英檬科技,Python，Java，OLAP，Pandas，Hadoop,13,本科,1-3年,6,5,数据服务,天使轮,20-99人
973,数据科学家,55,上海,五险一金，生日福利，通讯补贴，团建聚餐，意外险，股票期权，餐补，节日福利，零食下午茶，带薪年假，员工旅游，补充医疗保险，定期体检，交通补助，ESPP，有无线网,TheTradeDesk,自然语言处理,12,本科,10年以上,16,1,广告营销,已上市,1000-9999人
974,数据建模工程师,18.5,深圳,员工旅游，餐补，定期体检，免费班车，五险一金，年终奖，带薪年假，交通补助，通讯补贴，节日福利，零食下午茶，住房补贴，补充医疗保险,传音控股,Azkaban，大数据，SAS，SQL，Python，HIVE，Flink,12,本科,5-10年,13,7,通信/网络设备,已上市,10000人以上
975,数据标注,3.5,石家庄,,政博电子,数据采集，图像处理，图形识别，图像分析，图像跟踪,12,学历不限,经验不限,0,5,移动互联网,未知,0-20人
976,数据仓库,3,郑州,,卓之航机电,网络,12,学历不限,经验不限,0,1,电子商务,未知,20-99人
977,数据产品经理,22.5,广州,节日福利，补充医疗保险，定期体检，员工旅游，全勤奖，五险一金，加班补助，带薪年假，定期团建，年终奖，通讯补贴，餐补，零食下午茶，股票期权,探迹,数据产品，数据运营,14,本科,3-5年,14,2,互联网,B轮,1000-9999人
978,数据采集项目经理,11.5,上海,,尖刀视,Python,12,大专,3-5年,0,1,计算机软件,未知,100-499人
979,数据开发工程师,16.5,上海,,弘元,SQL,12,大专,3-5年,0,1,银行,未知,100-499人
980,业务数据运营专家,7,合肥,节日福利，全勤奖，通讯补贴，员工旅游，生日福利，五险一金，保底工资，年终奖，交通补助，底薪加提成，零食下午茶，团建聚餐,银税远程企业管理,业务数据分析，业务模式/运营策略优化，BI平台建设,12,本科,3-5年,12,3,财务/审计/税务,未融资,1000-9999人
981,临床数据管理,12.5,杭州,节日福利，股票期权，年终奖，餐补，通讯补贴，员工旅游，免费班车，加班补助，带薪年假，五险一金，交通补助,浙江龙传生物医药科技,临床研究,13,本科,1-3年,11,1,制药,未知,20-99人
982,数据信息员,5.5,北京,餐补，节日福利，五险,北京顺丰快运,业务数据分析，统计/数学相关专业，计算机相关专业,12,大专,1-3年,3,3,物流/仓储,已上市,100-499人
983,数据统计员,6.5,巴音郭楞蒙古自治州,,北京泰索,项目实施，咨询领域，管理咨询，安全工程，环境工程,12,大专,1-3年,0,5,咨询,未知,20-99人
984,数据统计专员,5.5,河源,节日福利，包吃，有无线网，宿舍有空调，定期体检，免费工装，生日福利，包住，带薪年假，团建聚餐，五险,新希望,仓管类,12,大专,经验不限,11,1,农/林/牧/渔,已上市,100-499人
985,数据产品经理,4.5,秦皇岛,,秦皇岛阿普科技,B端产品，小程序/H5产品,12,中专/中技,1-3年,0,2,互联网,未知,0-20人
986,数据标注（远程）,3.5,重庆,五险一金，加班补助，带薪年假,路浦人工,兼职工作，数据标注,12,学历不限,经验不限,3,2,智能硬件,未融资,100-499人
987,数据处理专员,6.5,天津,,宏众数科,全职工作，兼职工作，数据标注，标注数据分析,12,大专,经验不限,0,4,数据服务,未知,0-20人
988,数据项目经理,19.5,广州,交通补助，五险一金，零食下午茶，年终奖，员工旅游，加班补助，带薪年假,鸿域,计算机相关专业，大数据项目管理经验,13,本科,5-10年,7,2,音乐/视频/阅读,不需要融资,20-99人
989,英文数据处理,4,苏州,零食下午茶，股票期权，员工旅游，节日福利，带薪年假，年终奖，定期体检，五险一金,声通,CET-6，英文编辑，数据标注,12,大专,经验不限,8,3,数据服务,A轮,20-99人
990,后端实习生-数据智能,12,杭州,就近租房补贴，年度体检，带薪年假，免费健身设施，意外险，弹性工作制，节日礼品，加班补助，交通补助，节假日加班费，包吃，年终奖，家属自选保险，家庭关爱假，餐补，补充医疗保险，定期体检，法定节假日三薪，餐饮及下午茶，五险一金,北京字节跳动,后端工程师，Java，Spring，Python,12,本科,经验不限,20,4,移动互联网,不需要融资,10000人以上
991,大数据开发实习生,5.5,北京,五险一金，带薪年假，加班补助，交通补助，补充医疗保险，年终奖，定期体检，零食下午茶,明略科技,Python，SQL，Flink,12,本科,经验不限,8,3,互联网,D轮及以上,1000-9999人
992,数据标注,5.5,太原,加班补助，住房补贴，零食下午茶，餐补,凌晨科技,图片，2d图3d图,12,学历不限,经验不限,4,2,互联网,不需要融资,20-99人
993,数据开发,15.5,长春,,笛笛网络,脚本扫号器会写,12,中专/中技,1-3年,0,1,游戏,未知,0-20人
994,数据管理员,4,乌鲁木齐,五险一金，团建聚餐，意外险，保底工资，年终奖，全勤奖，交通补助，通讯补贴，带薪年假，法定节假日三薪，高温补贴，定期体检,甘肃加吉速运有限公司,电商，企业服务,12,中专/中技,经验不限,12,2,交通/运输,不需要融资,10000人以上
995,DBA数据库工程师,17.5,上海,五险一金，定期体检，餐补，绩效奖金，带薪年假，住房补贴，节日福利，全勤奖，股票期权，团建聚餐，零食下午茶，生日福利,上海东尚信息,MySQL，SQL Server，TiDB，计算机相关专业，DBA工作经验,13,本科,3-5年,12,5,计算机软件,不需要融资,100-499人
996,银行数据架构,32.5,北京,补充医疗保险，节日福利，定期体检，带薪年假，五险一金，加班补助,龙盈智达,大数据平台架构经验,12,本科,5-10年,6,1,互联网金融,不需要融资,1000-9999人
997,高级数据科学家,22.5,南阳,五险一金，零食下午茶，研发创新奖金，出差福利，绩效激励，团建，股票期权,牧原数字技术有限公司,数学/统计相关专业,12,本科,经验不限,7,1,计算机软件,已上市,10000人以上
998,数据项目经理,6,日照,节日福利，全勤奖，年终奖，零食下午茶，通讯补贴，加班补助，员工旅游,昊瀚,企业内部技术项目管理,12,学历不限,经验不限,7,1,游戏,不需要融资,20-99人
999,数据处理专员,3.5,北京,带薪年假，五险一金,中琴科技,学习能力，综合素质,12,大专,应届生,2,2,计算机软件,未融资,100-499人
1000,数据采集,4,威海,,善利环保,测量/测绘工程师,12,大专,1-3年,0,1,环保,未知,0-20人
1001,数据挖掘,30,深圳,五险一金，加班补助，通讯补贴，餐补，定期体检，年终奖，零食下午茶，定期团建，锻炼身体，住房补贴，节日福利，交通补助，带薪年假,深圳计算科学研究...,C++，计算机相关专业,12,本科,3-5年,13,2,互联网,未融资,100-499人
1002,数据开发,35,北京,五险一金，股票期权，年终奖，带薪年假，免费班车，定期体检，补充医疗保险，交通补助,理想汽车,Spark，Scala，大数据,14,本科,1-3年,8,3,智能硬件,已上市,10000人以上
1003,数据挖掘,4,宝鸡,带薪年假，全勤奖，员工旅游，年终奖，餐补，五险一金，零食下午茶，交通补助，节日福利，加班补助,星泉玖州,计算机相关专业，数学/统计相关专业，大数据处理经验,12,大专,经验不限,10,3,数据服务,不需要融资,20-99人
1004,数据文员,4,南宁,,世纪青洋民大分公司,文员，收银员，理货员,12,大专,1年以内,0,3,批发/零售,未知,0-20人
1005,数据标注工程师,5,长春,全勤奖，有无线网，员工旅游,数据加,数据标注,12,大专,1-3年,3,1,数据服务,未融资,100-499人
1006,数据工程专家【2月北京专场】,30,北京,五险一金，交通补助，补充医疗保险，零食下午茶，员工旅游，免费班车，餐补，股票期权，节日福利，年终奖,阿里巴巴集团,数据仓库，ETL，SQL，Python，Shell，分布式技术,16,本科,3-5年,10,6,互联网,已上市,10000人以上
1007,大数据售前咨询顾问,37.5,北京,六险一金，定期体检，交通补助，补充医疗保险，五险一金，加班补助，员工旅游，股票期权，带薪年假，年终奖，社团福利，零食下午茶，通讯补贴，节日福利,Kyligence,售前技术支持经验,15,本科,10年以上,14,1,计算机软件,D轮及以上,100-499人
1008,大数据开发工程师,23,长沙,五险一金，定期体检，年终奖，股票期权，免费班车，包吃，节日福利，餐补，带薪年假，专利奖金,三一重工,数仓建设经验，Java，Hive，大数据开发经验，Hadoop,14,本科,3-5年,10,5,企业服务,已上市,10000人以上
1009,数据标注 新余,3.5,新余,全勤奖，住房补贴,昆仑度科技,全职工作，标注方法优化，数据标注，标注数据分析,12,大专,经验不限,2,4,数据服务,未融资,500-999人
1010,数据采集工程师,15.5,深圳,五险一金，补充医疗保险，定期体检，节日福利，餐补，零食下午茶，双休，带薪年假，年终奖,鹏微,Java，大数据处理经验，Python,12,本科,1-3年,9,3,计算机软件,未融资,20-99人
1011,数据算法实习生,7.5,杭州,五险一金，员工旅游，节日福利，零食下午茶,以及科技,搜索/推荐，智能营销/广告，智能驾驶，Python,12,硕士,经验不限,4,4,电子商务,天使轮,20-99人
1012,高级数据库工程师,21.5,杭州,定期体检，绩效奖金，餐补，生日福利，股票期权，全勤奖，团建聚餐，五险一金,利欧信息,Docker，MySQL，PostgreSQL，计算机相关专业,12,本科,3-5年,8,4,环保,不需要融资,100-499人
1013,数据标注专员,5,湖州,,浙江中导北斗,全职工作，标注结果整理，数据标注，图片标注，文本标注,12,中专/中技,经验不限,0,5,计算机软件,未知,0-20人
1014,大数据开发,30,北京,五险一金，股票期权，带薪年假,热汗科技,Java，Spark，Storm，大数据开发经验，数仓建设经验,13,本科,3-5年,3,5,电子商务,未知,20-99人
1015,数据标注专员,3,安阳,,安阳半山,全职工作，数据标注，图片标注，区域标注，描点标注,12,学历不限,经验不限,0,5,数据服务,未知,100-499人
1016,数据治理专家,37.5,北京,股票期权，带薪年假，员工旅游，零食下午茶，包吃，五险一金，免费班车，年终奖，定期体检，节日福利，补充医疗保险，餐补,京东振世,数据仓库，数据治理，大数据，网络安全,14,本科,5-10年,12,4,互联网,不需要融资,10000人以上
1017,大数据开发,24,上海,年终奖，带薪年假，补充医疗保险，定期体检，五险一金,谷武0,Java，SQL，Flink，计算机相关专业，大数据开发经验,13,本科,3-5年,5,5,其他专业服务,不需要融资,10000人以上
1018,数据研发专家,42.5,重庆,团建聚餐，绩效奖金，股票期权，交通补助，包吃，零食下午茶，餐补，住房补贴，节假日加班费，补充医疗保险，法定节假日三薪，五险一金，免费班车，意外险，带薪年假，员工旅游，定期体检，加班补助，节日福利，年终奖,蚂蚁金服,数据模型，Hadoop，HIVE，风控建模,16,本科,5-10年,20,4,互联网,未融资,10000人以上
1019,数据库架构师,16.5,上海,,上海展酷,大数据平台架构经验，大数据处理经验，SQLServer，数据集成,12,本科,5-10年,0,4,企业服务,未知,20-99人
1020,数据标注员,4.5,聊城,,莘县鑫辰数据服务...,全职工作，标注方法优化，数据标注，标注数据分析,12,中专/中技,经验不限,0,4,数据服务,未知,0-20人
1021,数据库开发工程师,6.5,深圳,年终奖，定期体检，餐补，股票期权，加班补助，零食下午茶，员工旅游，补充医疗保险，节日福利，五险一金,华为,C++,12,本科,经验不限,10,1,计算机软件,不需要融资,10000人以上
1022,大数据开发工程师,27.5,南京,加班补助，定期体检，年终奖，带薪年假，员工旅游，股票期权，绩效奖金，团建聚餐，交通补助，五险一金，定期体检，餐补，生日福利，零食下午茶，节日福利，有无线网，补充医疗保险,领行科技,Python，Hive，Spark，ETL开发经验，大数据开发经验,14,本科,经验不限,17,5,互联网,B轮,1000-9999人
1023,大数据开发工程师,17.5,南京,年终奖，交通补助，补充医疗保险，带薪年假，免费班车，零食下午茶，五险一金，餐补，股票期权，通讯补贴，定期体检，节日福利,苏宁IT,Java，大数据,13,本科,3-5年,12,2,互联网,已上市,10000人以上
1024,数据统计专员,5.5,佛山,,炫影装饰,统计报账员,12,本科,1-3年,0,1,广告/公关/会展,未知,20-99人
1025,数据统计专员,3.5,荆州,包吃,东焕机械,互联网企业经验,12,本科,1-3年,1,1,机械设备/机电/重工,未知,20-99人
1026,数据标注专员,5.5,泉州,,乐云科技,全职工作，标注结果整理，数据标注，标注数据分析,12,学历不限,经验不限,0,4,数据服务,未知,20-99人
1027,地图数据工程师,4.5,武汉,生日会，带薪培训，加班补助，节日福利，全勤奖，年终奖，餐补,谱蓝科技,地图导航,12,大专,经验不限,7,1,互联网,未融资,500-999人
1028,数据仓库工程师,30,北京,节日礼品，餐饮及下午茶，零食下午茶，员工旅游，股票期权，免费健身设施，年终奖，带薪年假，家庭关爱假，家属自选保险，包吃，年度体检，弹性工作制，补充医疗保险，就近租房补贴，绩效奖金，五险一金，定期体检，团建聚餐，住房补贴,字节跳动,SQL，HIVE，Spark，Python,15,本科,1-3年,20,4,互联网,D轮及以上,10000人以上
1029,数据标注员,5.5,上海,年终奖，定期体检，员工旅游，零食下午茶，全勤奖，股票期权，餐补，五险一金，加班补助，带薪年假，节日福利,上海嘉略网络科技...,图片，文字，数据标注，运维,13,大专,经验不限,11,4,互联网,天使轮,20-99人
1030,DBA（数据库工程师）,18,杭州,五险一金，定期体检，年终奖，节日福利，带薪年假，加班补助,慧康物联网,DBA工作经验,14,本科,经验不限,6,1,计算机服务,未知,500-999人
1031,数据标注员,4.5,黔南布依族苗族自治州,,贵州乘黄科技有限公司,全职工作，标注结果整理，数据标注，标注数据分析,12,高中,经验不限,0,4,专利/商标/知识产权,未知,20-99人
1032,数据标注员,4.5,枣庄,带薪年假，年终奖，全勤奖，加班补助,宇浩,语音标注，标注质检，文本标注，视频标注，图片标注,12,高中,经验不限,4,5,计算机服务,未融资,20-99人
1033,数据统计实习生,4.5,广州,交通补助，五险一金，通讯补贴，年终奖，带薪年假，加班补助，免费班车，餐补,广州市嘉诚国际物...,五险一金,12,中专/中技,经验不限,8,1,物流/仓储,已上市,1000-9999人
1034,数据产品(J13287),23,杭州,餐补，带薪年假，五险一金，定期体检，补充医疗保险,中华财险总部,搜索产品，市场调研，产品设计，Axure,14,本科,3-5年,5,4,互联网金融,不需要融资,10000人以上
1035,数据开发工程师,14,深圳,零食下午茶，补充医疗保险，员工旅游，定期体检，餐补，节日福利，年终奖，五险一金，加班补助，带薪年假,砾阳软件,Shell，Kettle，Spark，Impala，MapReduce,13,本科,5-10年,10,5,计算机软件,不需要融资,100-499人
1036,GIS数据处理工程师,5,西安,五险一金，节日福利，生日礼物，员工旅游，加班补助，带薪年假,西安开驰曼,油气储运，数学，分析,12,本科,经验不限,6,3,数据服务,未融资,20-99人
1037,大数据技术经理,16,南昌,五险一金，带薪年假，节日福利，年终奖，零食下午茶,江西高创,Java，Shell，Spark，计算机相关专业,12,本科,5-10年,5,4,通信/网络设备,B轮,100-499人
1038,超市数据采集（高县兼职）,17.5,宜宾,餐补，定期体检，免费班车，零食下午茶，五险一金，加班补助，带薪年假，免费住宿，节日福利,蓝月亮,兼职，就近安排，时间自由,12,学历不限,经验不限,9,3,生活服务,已上市,10000人以上
1039,数据中心机房设计师,9,杭州,,昌亿,IDC机房，强弱电，工程造价，概预算，Ups电源,12,大专,1-3年,0,5,运营商/增值服务,未知,20-99人
1040,数据标注工程师,4,商丘,,河南省啦了个哐科技,全职工作，数据标注，图片标注，标框标注，数据分析能力强,12,中专/中技,经验不限,0,5,分类信息,未知,100-499人
1041,数据咨询合伙人,37.5,贵阳,,智启未来科技有限公司,SQL，Python，Java,12,学历不限,经验不限,0,3,企业服务,未知,0-20人
1042,航测内业数据处理,7.5,北京,,天一佳信,需求采集,12,大专,经验不限,0,1,计算机服务,未融资,100-499人
1043,数据通信工程师,10.5,宁波,通讯补贴，全勤奖，加班补助，年终奖，餐补，五险一金，交通补助，住房补贴,天禧照明,大数据，无线通信，5G，数据通信,12,本科,1-3年,8,4,食品/饮料/烟酒,不需要融资,0-20人
1044,数据库运维工程师,8,天津,五险一金，年终奖,云建,DBA，MySQL，Oracle，PostgreSQL，Shell，运维工程师,12,本科,1-3年,2,6,专利/商标/知识产权,未知,0-20人
1045,数据编译工程师(J10990),30,北京,免费班车，五险一金，定期体检，零食下午茶，年终奖，餐补，交通补助，通讯补贴，员工旅游，带薪年假，节日福利，补充医疗保险，股票期权,四维图新,C++,14,本科,3-5年,13,1,互联网,已上市,1000-9999人
1046,环保数据审核员,6,长沙,定期体检，年终奖，带薪年假，通讯补贴，包吃，节日福利,微智兆,环保，环境，朝九晚五双休,13,本科,1-3年,6,3,智能硬件,未融资,100-499人
1047,大数据开发工程师,15,深圳,员工旅游，带薪年假，团建聚餐，零食下午茶，绩效奖金，五险一金,笑傲科技,大数据开发经验,12,本科,1-3年,6,1,电子商务,未融资,100-499人
