,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score,Cluster,X,Y
895,经营分析专家,20-30K,5-10年，本科,84,带薪年假，节日福利，股票期权，五险一金，餐补，员工旅游,名创优品,数据分析，商业分析,12,25.0,6,5,6,2,批发/零售,10,10,0.36855267271022196,1,-2.034853,-4.4838915
896,数据专员,4-6K,经验不限，中专/中技,9,餐补，零食下午茶，员工旅游，节日福利，带薪年假，全勤奖，定期体检,江西启嘉,数学/统计相关专业，计算机相关专业，数据分析/挖掘经验,12,5.0,3,10,7,3,互联网金融,4,7,0.06408252578930916,3,2.4320154,-0.98181325
897,数据审核员,5-10K·13薪,经验不限，本科,50,节日福利，带薪年假，股票期权，五险一金,1STEP.AI,金融行业数据相关经验，本科金融相关专业,13,7.5,6,10,4,2,互联网,6,6,0.15754923413566738,2,1.2851292,1.0451202
898,数据处理员,3-6K,经验不限，大专,60,年终奖，补充公积金，五险一金，股票期权，定期体检,舒克资产,SQLServer，数据处理，数据库,12,4.5,5,10,5,3,互联网金融,7,6,0.1606752110034386,2,1.3212723,-0.8119789
899,数据咨询顾问,150-180元/天,3天/周，本科,199,补充医疗保险，年终奖，五险一金，餐补，带薪年假，免费班车,联蔚数科,数据分析/挖掘经验，商业分析，零售快消，数据咨询,12,4.5,6,10,6,4,计算机服务,4,9,0.43388558924663967,0,-0.05585369,1.725062
900,风控数据专家,35-50K·16薪,5-10年，本科,221,包吃，股票期权，交通补助，五险一金，年终奖，补充医疗保险，员工旅游，餐补，节日福利，免费班车，带薪年假，零食下午茶，定期体检,京东集团,SQL，Python，决策树，聚类分析，Excel，NumPy，Pandas,16,42.5,6,5,13,7,电子商务,10,10,0.7939981244138793,1,-2.352084,-2.9033155
901,后端数据运营,5-8K,1-3年，大专,6,带薪年假，五险一金，全勤奖，加班补助,道仁网络科技公司,电商/零售行业数据相关经验,12,6.5,5,7,4,1,互联网,4,6,0.04532666458268209,2,1.1955711,0.7199933
902,数据统计员,3-4K,1-3年，大专,5,年终奖，住房补贴，补充医疗保险，全勤奖，包吃，五险一金，加班补助,漳州大宇塑料制品公司,数据结构,12,3.5,5,7,7,1,印刷/包装/造纸,4,6,0.03313535479837448,2,1.2238232,0.56367785
903,数据管理员,5-10K,1-3年，本科,162,,宝成制冷设备,数据管理,12,7.5,6,7,0,1,机械设备/机电/重工,4,5,0.3285401688027509,0,-0.09160307,1.8995901
904,数据处理专员,7-10K,1年以内，硕士,14,零食下午茶，带薪年假，年终奖，节假日加班费，加班补助，法定节假日三薪，五险一金，保底工资,瀚闻资讯,SQL，Python，hive,12,8.5,7,8,8,3,数据服务,4,6,0.10096905282900906,2,0.9354392,-0.24772061
905,数据管理工程师,13-20K,1-3年，大专,111,团建聚餐，年终奖，员工旅游，节日福利，带薪年假，股票期权，加班补助，五险一金,创云一智科技,SQL，Hadoop，Hbase，Excel，阿里云，数据中台,12,16.5,5,7,8,6,互联网,4,7,0.34385745545482976,4,-0.25197253,-0.07305886
906,数据科学家（ACT）,18-23K,在校/应届，本科,1,五险一金，带薪年假，餐补，出差补贴,联旌智能,Python，计算机相关专业，数据分析/挖掘经验，Java，C++,12,20.5,6,9,4,5,计算机软件,4,6,0.15098468271334786,2,0.8014798,-0.33272213
907,数据分析员,5-10K,经验不限，学历不限,2,专业羽毛球场，绩效奖金，包吃包住，五险一金，零食下午茶，健身房，包住，带薪年假，全勤奖，员工旅游，年终奖，底薪加提成，节日福利，宿舍有空调，包吃，夜班补助，加班补助，保底工资，生日福利，团建聚餐,向上商旅,电商,12,7.5,1,10,20,1,电子商务,4,7,0.10221944357611755,3,3.5058286,-2.867371
908,数据运营分析,10-15K·13薪,经验不限，本科,30,绩效奖金，底薪加提成，餐补，年终奖，生日福利，五险一金，补充医疗保险，团建聚餐，节日福利，股票期权，定期体检，带薪年假，零食下午茶,神州鹰,业务数据分析，业务模式/运营策略优化,13,12.5,6,10,13,2,移动互联网,9,7,0.201625507971241,1,0.5312678,-4.2376223
909,电商数据分析师,5-8K,经验不限，学历不限,3,五险一金，全勤奖，带薪年假，节日福利，加班补助，员工旅游，交通补助，绩效奖励，工龄工资，年终奖,邦禾,数据，Excel图表，分析,12,6.5,1,10,10,3,日化,4,6,0.06345733041575494,3,3.717082,-1.6560361
910,客服数据分析岗,10-14K·15薪,1-3年，大专,3,零食下午茶，全勤奖，补充医疗保险，保底工资，住房补贴，带薪年假，节日福利，定期体检，免费班车，五险一金，底薪加提成，法定节假日三薪，加班补助，绩效奖金，节假日加班费，意外险，夜班补助，年终奖，餐补，晋升,京东信息技术,业务数据分析,15,12.0,5,7,20,1,物流/仓储,10,9,0.17755548608940294,1,-0.32741734,-5.5592113
911,商品数据分析专员,7-8K,1-3年，大专,22,零食下午茶，五险一金，带薪年假，员工旅游，节日福利，年终奖,宁波百慕,竞品分析，Excel,12,7.5,5,7,6,2,服装/纺织/皮革,4,8,0.10190684588934044,2,0.8135451,-0.0069945455
912,【美团优选】运营数据分析专家,20-40K·15薪,3-5年，本科,221,加班补助，交通补助，底薪加提成，保底工资，带薪年假，意外险，节假日加班费，生日福利，五险一金，股票期权，年终奖，高温补贴，工龄奖，夜班补助，法定节假日三薪，节日福利，补充医疗保险，团建聚餐，定期体检，商业险,美团,业务数据分析，数据分析/商业分析经验,15,30.0,6,6,20,2,互联网,10,10,0.7180368865270397,1,-2.6416602,-4.5873256
913,电商数据分析师,6-11K,1-3年，大专,12,绩效奖金，五险，年终奖，带薪年假，住房补贴，员工旅游，全勤奖，底薪加提成,圣匠,投放数据分析，竞品分析，英语可作为工作语言,12,8.5,5,7,8,3,电子商务,4,5,0.08471397311659894,2,0.9949106,-0.08607103
914,商业数据分析经理（电商）G12567,25-35K,3-5年，本科,199,加班补助，餐补，免费班车，五险一金，员工旅游，股票期权，年终奖，带薪年假，定期体检，节日福利，补充医疗保险,宝尊电商,电商类产品，电商，管理咨询工作经验，数据银行，策略中心,12,30.0,6,6,11,5,互联网,10,9,0.641763050953423,1,-2.09379,-3.2722008
915,数据分析员（财务类）,4-8K,在校/应届，本科,60,五险一金，员工旅游，餐补，补充医疗保险，定期体检，零食下午茶，带薪年假，节日福利，住房补贴，股票期权，年终奖,万得,财务，Office，SQL,12,6.0,6,9,11,3,数据服务,4,9,0.1953735542356986,4,0.67469996,-1.1397588
916,初级数据统计分析师（化妆品功效）,10-15K·13薪,1年以内，本科,199,交通补助，免费班车，餐补，员工旅游，五险一金，带薪年假，年终奖，加班补助，通讯补贴，定期体检，全勤奖，节日福利,一苇检测,spss，统计学,13,12.5,6,8,12,2,检测/认证,6,6,0.49390434510784625,0,-0.2053798,1.6802666
917,分析,8-12K,1-3年，本科,221,,汉骋,SPSS,12,10.0,6,7,0,1,咨询,4,7,0.4663957486714599,0,-0.70897985,2.53063
918,项目助理（分析方向）（实习）,100-150元/天,3天/周，,84,,昕知咨询,知识产权维权，侵权调查，情报分析,12,3.5,1,10,0,3,专利/商标/知识产权,4,5,0.1553610503282276,3,3.923422,0.4685344
919,信贷模型分析师,20-25K,3-5年，本科,221,,众联云智慧,R，Hive，金融行业数据相关经验，风控相关经验,12,22.5,6,6,0,4,数据服务,4,6,0.5532979055954987,0,-0.87561786,1.0478828
920,业务分析师,15-25K·13薪,3-5年，本科,84,住房补贴，五险一金，股票期权，餐补，节日福利，包吃，带薪年假，年终奖,达达辛巴达（广州...,数学/统计相关专业，数据分析/挖掘经验,13,20.0,6,6,8,2,互联网,6,9,0.326039387308534,4,-0.569004,-1.3512545
921,客户方案分析员（英文）+周末双休,7-10K,1-3年，本科,19,五险一金，节假日加班费，年终奖，加班补助，零食下午茶，绩效奖金，带薪年假，底薪加提成，保底工资，节日福利,爱亚,数据分析/挖掘经验，留学生优先，英美留学生,12,8.5,6,7,10,3,计算机软件,4,7,0.11722413254141917,4,0.56263053,-0.72730213
922,遥感影像高级分析师,8-12K,1-3年，硕士,8,定期体检，交通补助，全勤奖，年终奖，零食下午茶，带薪年假，包吃，节日福利，五险一金，餐补,云南这里信息,SPSS，Python,12,10.0,7,7,10,2,计算机软件,4,7,0.10659581119099718,4,0.768544,-0.61712265
923,行业分析师 跨境电商,8-12K,1-3年，本科,162,员工旅游，补充医疗保险，年终奖，带薪年假，五险一金，零食下午茶，节日福利,云帆出海,数据分析/挖掘经验，电商/零售行业数据相关经验,12,10.0,6,7,7,2,移动互联网,4,6,0.37761800562675835,0,-0.106373414,1.505553
924,数据统计员,3-6K,经验不限，本科,11,,沈阳鑫杰尼赛斯,数据分析，统计员,12,4.5,6,10,0,2,服装/纺织/皮革,4,6,0.04001250390747104,2,1.5476866,1.1605835
925,数据管理员,6-8K,经验不限，大专,162,,深圳博鹏智能,数据分析，游戏，人工智能，物联网，网络安全,12,7.0,5,10,0,5,电子商务,4,6,0.34635823694904655,2,0.3394774,1.3406653
926,数据挖掘工程师,30-35K,3-5年，硕士,162,全勤奖，免费班车，零食下午茶，交通补助，通讯补贴，定期体检，提供住宿，住房补贴，带薪年假，股票期权，餐补，餐补，员工旅游，五险一金，节日福利,vivo,数据挖掘，数据分析，Python，分布式技术，Spark，大数据,12,32.5,7,6,15,6,移动互联网,4,10,0.5911222256955297,0,-1.5563799,-0.08156951
927,数据专员,6-12K,1-3年，本科,199,,水象金融,数据挖掘，数据库开发，数据分析,12,9.0,6,7,0,3,互联网金融,4,9,0.43388558924663967,0,-0.3621635,1.6192095
928,数据产品经理,15-30K,3-5年，本科,44,定期体检，不打卡，员工旅游，五险一金，年终奖，带薪年假，节日福利，每月生日会，不定期活动,盈天地,市场调研，用户研究，数据分析，大数据产品，产品设计,12,22.5,6,6,9,5,互联网,4,7,0.2600812753985621,4,-0.06875655,-0.33794045
929,商品数据专员,4-6K·13薪,1年以内，大专,10,年终奖，餐补，定期体检，节日福利，员工旅游，五险一金，全勤奖，带薪年假,威尔贝鲁,电商类产品，电商，数据分析，商品数据,13,5.0,5,8,8,4,电子商务,4,7,0.07471084713973115,4,0.9871621,-0.78701687
930,数据产品经理,7-12K·14薪,1-3年，本科,61,节日福利，五险一金，每年多次调薪，加班工资，年终奖，零食下午茶，股票期权，团建聚餐，加班补助，带薪年假，员工旅游,深圳市财富趋势科...,SQL，市场调研，需求分析，产品设计，数据分析，Mockplus,14,9.5,6,7,11,6,计算机软件,10,8,0.24726477024070018,1,-0.8981055,-3.3330574
931,数据产品经理,12-22K·15薪,3-5年，本科,44,五险一金，通讯补贴，员工旅游，带薪年假，餐补，加班补助，年终奖，定期体检，股票期权，交通补助，节日福利,企查查,SQL，市场调研，用户研究，产品运营，数据分析,15,17.0,6,6,11,5,移动互联网,9,8,0.2603938730853391,1,-0.84884953,-2.5019915
932,数据挖掘工程师,8-11K,经验不限，本科,11,团建聚餐，生日福利，绩效奖金，股票期权，带薪年假，定期体检，年终奖，节日福利，五险一金，加班补助,北京资采,数据仓库，数据分析，Python，Java，分布式技术，Spark,12,9.5,6,10,10,6,通信/网络设备,7,7,0.13629259143482336,4,0.47886953,-1.6930858
933,数据仓库工程师,18-25K,5-10年，本科,50,定期体检，五险一金，节日福利，带薪年假,达实旗云,SQL，数据建模，数据分析,12,21.5,6,5,4,3,计算机软件,5,7,0.24288840262582057,2,0.23396546,0.446171
934,数据架构师,20-40K,5-10年，本科,162,交通补助，股票期权，生日福利，绩效奖金，高温补贴，补充医疗保险，团建聚餐，节日福利，员工旅游，定期体检，餐补，年终奖，企业年金，带薪年假，通讯补贴，五险一金，包吃,辽宁振兴银行,信息安全，数据分析，数据架构,12,30.0,6,5,17,3,互联网金融,4,7,0.5523601125351674,0,-1.7378571,-0.082985714
935,大数据讲师,20-35K,3-5年，学历不限,221,五险一金，年终奖，节日福利，带薪年假，股票期权，员工旅游,千易云,Linux，java，数据分析,12,27.5,1,6,6,3,计算机软件,4,6,0.5929978118161926,3,3.9510016,-1.4551374
936,数据产品经理,20-35K,经验不限，学历不限,199,交通补助，股票期权，零食下午茶，全勤奖，餐补，员工旅游，年终奖，补充医疗保险，定期体检，节日福利，五险一金，带薪年假，带薪病假,MobTech,市场调研，数据分析，大数据产品，TO G，用户增长,12,27.5,1,10,13,5,数据服务,7,7,0.607689903094717,3,4.127528,-3.9643636
937,数据产品经理,20-40K,3-5年，本科,199,零食下午茶，节日福利，年终奖，五险一金，带薪年假，定期体检，交通补助，员工旅游，餐补，股票期权,上海皑恩信息技术...,需求分析，产品设计，B端产品，数据分析，产品/版本迭代,12,30.0,6,6,10,5,互联网,4,6,0.6008127539856206,0,-1.2538563,0.5557137
938,资产数据产品经理-数据内容产品方向,30-55K·15薪,3-5年，本科,199,餐补，定期体检，五险一金，包吃，带薪年假，年终奖，加班补助,小红书,内容产品，社区产品，大数据产品，流量产品，产品运营,15,42.5,6,6,7,5,电子商务,9,9,0.7177242888402626,1,-2.3690236,-2.4088304
939,教育大数据产品经理,18-35K·14薪,3-5年，本科,221,年终奖，包吃，定期体检，带薪年假，节日福利，五险一金,紫光教育科技,大数据产品，产品设计，市场调研，数据分析，产品运营,14,26.5,6,6,6,5,计算机软件,4,7,0.6142544545170366,0,-1.0335423,0.5804218
940,网易严选资深数据挖掘工程师,25-45K·16薪,3-5年，本科,111,补充医疗保险，全勤奖，定期体检，节日福利，年终奖，免费班车，包吃，五险一金，带薪年假,网易,数据分析，用户画像,16,35.0,6,6,9,2,移动互联网,10,10,0.5107846201938104,1,-2.6447856,-4.3167
941,数据产品经理,15-30K·14薪,3-5年，本科,221,五险一金，补充医疗保险，带薪年假，通讯补贴，节日福利，人身意外保险,斑马天下,数据产品，用户增长,14,22.5,6,6,6,2,在线教育,6,8,0.5908096280087528,0,-1.1723057,1.486871
942,Java大数据讲师,14-25K·13薪,5-10年，大专,60,节日福利，带薪年假，年终奖，五险一金，全勤奖，法定节假日三薪，零食下午茶，保底工资，节假日加班费,源本科技,全职工作，线下教学，线上教学，院校专业课，职业培训班,13,19.5,5,5,9,5,培训机构,4,6,0.26195686151922476,4,-0.038714167,-0.039178565
943,大数据数据研发(AF-CD)(J10572),15-30K,5-10年，本科,50,绩效奖金，免费工装，公积金12%，生日福利，工龄奖，定期体检，五险一金，高温补贴，节日福利，意外险，通讯补贴，带薪年假，股票期权，春节假期12天，交通补助，团建聚餐，高温假，补充医疗保险，年终奖，餐补,电科网安,Python，Java，大数据开发经验，数仓建设经验，hadoop,12,22.5,6,5,20,5,信息安全,10,9,0.33916849015317285,1,-1.4987326,-3.680754
944,数据专员,3-5K,1-3年，中专/中技,3,,清远市优代汽车服务,用户运营，车辆运营，数据运营,12,4.0,3,7,0,3,交通/运输,4,7,0.014379493591747393,3,2.489611,-0.19838528
945,数据开发,28-35K·15薪,3-5年，本科,221,,美团,Python，Scala，Spark，Hadoop，Flink，Hbase，HIVE,15,31.5,6,6,0,7,互联网,10,10,0.673648015004689,1,-1.9548522,-3.1044846
946,高级大数据工程师,15-30K·16薪,5-10年，本科,221,五险一金，带薪年假，年终奖，节日福利，免费班车，补充医疗保险,上海蓝云,Spark，HDFS，SQL，MapReduce，MySQL，SQL Server,16,22.5,6,5,6,6,互联网,4,9,0.602063144732729,0,-0.87950367,0.1851397
947,大数据开发工程师,5-10K,1-3年，大专,6,员工旅游，交通补助，节日福利，年终奖，零食下午茶，五险一金，餐补，带薪年假,翔悦,SQL，Hadoop，Scala，Spark，Storm，FineReport（帆软）,12,7.5,5,7,8,6,计算机软件,4,6,0.08002500781494216,2,0.5959952,-0.2546515
948,数据,4-5K,经验不限，学历不限,30,,泉州鑫棱贸易有限公司,无经验，实习盖章,12,4.5,1,10,0,2,电子商务,4,5,0.05814316974054388,3,4.0146976,0.8034645
949,gis数据处理,6-10K·14薪,1-3年，本科,15,底薪加提成，免费停车场，五险一金，定期体检，团建聚餐，节假日加班费，股票期权，湖景办公室，加班补助，节日福利，补充医疗保险，餐补，员工旅游，年终奖,和达科技,ArcGIS，SuperMap，GeoServer，地理信息/测绘工程相关专业,14,8.0,6,7,14,4,计算机软件,10,8,0.1553610503282276,1,-0.614358,-4.1858516
950,数据处理专员,5-8K·13薪,1-3年，本科,50,交通补助，餐补，全勤奖，通讯补贴，定期体检，年终奖，带薪年假，员工旅游，节日福利，加班补助，补充医疗保险，五险一金，零食下午茶,四川天正,Excel,13,6.5,6,7,13,1,计算机软件,4,6,0.1638011878712097,2,0.8335134,-0.092590764
951,数据统计员,3-5K,1年以内，大专,40,包吃,湖南鲜达居餐饮管...,数据统计,12,4.0,5,8,1,1,餐饮,4,5,0.07908721475461082,2,1.3073608,1.1900313
952,数据运营,5-10K·13薪,经验不限，本科,19,年终奖，工龄奖，节日福利，五险一金，员工旅游，餐补，零食下午茶，全勤奖，高温补贴，加班补助，定期体检，生日福利，团建聚餐，带薪年假,东西乐活科技,Amazon，沃尔玛，数据分析能力，电商店铺运营，B2C,13,7.5,6,10,14,5,互联网,6,7,0.14723351047202254,4,0.7472268,-1.6919012
953,数据安全顾问,20-30K·15薪,3-5年，本科,162,加班补助，股票期权，五险一金，全勤奖，零食下午茶，补充医疗保险，员工旅游，带薪年假，节日福利，年终奖,建安润星,数据分类分级，数据安全治理，数据安全风险评估,15,25.0,6,6,10,3,咨询,4,7,0.503907471084714,0,-1.088076,0.8630925
954,数据产品经理,7-12K·14薪,1-3年，本科,40,五险一金，通讯补贴，员工旅游，股票期权，带薪年假，加班补助，零食下午茶，年终奖,Sandalwood,SQL，Excel,14,9.5,6,7,8,2,数据服务,4,6,0.15379806189434192,2,0.79311943,0.4088053
955,数据专员,4-5K,3-5年，大专,22,零食下午茶，团建聚餐，不定期团建，社会保险，有无线网，节日福利,商生万物科技,业务数据分析，数据分析/商业分析经验，财务/审计工作经验,12,4.5,5,6,6,3,电子商务,4,5,0.0665833072835261,2,0.73741674,0.21468456
956,数据挖掘,20-40K·15薪,3-5年，硕士,111,带薪年假，股票期权，全勤奖，节日福利，餐补，五险一金，零食下午茶，定期体检，交通补助，通讯补贴，年终奖，员工旅游,安脉盛,C++，Python,15,30.0,7,6,12,2,仪器仪表/工业自动化,7,7,0.4604563926226946,4,-1.6817399,-0.7551396
957,数据挖掘工程师,12-24K·13薪,经验不限，硕士,111,零食下午茶，节日福利，带薪年假，股票期权，五险一金,首域万物互联,Python，深度学习算法，机器学习算法，Matlab，Pandas,13,18.0,7,10,5,5,数据服务,6,6,0.35854954673335426,2,0.06395404,0.44491386
958,JD - DataScience 数据挖掘工程师,15-30K·13薪,经验不限，本科,111,包吃，定期体检，年终奖，股票期权，带薪年假，住房补贴，餐补，通讯补贴，五险一金，交通补助，员工旅游，节日福利，零食下午茶,Whale 帷幄,SQL，Python，数学/统计相关专业，大数据处理经验,13,22.5,6,10,13,4,数据服务,8,7,0.42419506095654896,4,-0.34475538,-2.356358
959,数据主管（双休）,4-8K,3-5年，大专,60,节日福利，年终奖，五险，零食下午茶,南京玖九,数学/统计学专业,12,6.0,5,6,4,1,新能源,4,7,0.14567052203813693,2,0.7145461,0.93512815
960,数据开发,25-50K,3-5年，本科,199,五险一金，定期体检，带薪年假，餐补，免费班车,360集团,Java，Scala，Hadoop，Kafka，Storm，Flink，Pig，Presto,12,37.5,6,6,5,8,互联网,9,9,0.6773991872460144,4,-1.6880796,-1.8709067
961,数据建模,15-25K,5-10年，本科,60,餐补，定期体检，年终奖，交通补助，五险一金，免费班车，通讯补贴，节日福利，包吃，带薪年假,苏宁金融,数据仓库，Hive,12,20.0,6,5,10,2,互联网,10,9,0.2979055954985933,1,-1.6189884,-4.2755146
962,数据员,3-5K,经验不限，大专,22,定期体检，员工旅游，股票期权，五险一金,严实集团,结算，付款，报销，制表,12,4.0,5,10,4,4,工程施工,4,6,0.07408565176617694,2,1.606861,-0.1353047
963,数据专员,3-4K,经验不限，大专,3,五险，包吃，节日福利，年终奖，团建聚餐，全勤奖,河北宽衍智能装备,全职工作,12,3.5,5,10,6,1,仪器仪表/工业自动化,4,6,0.033447952485151596,2,1.8128377,1.4378788
964,数据标注,3-6K,经验不限，学历不限,8,团建聚餐，全勤奖，底薪加提成，保底工资，绩效奖金，五险一金,河南诚凡智能科技,全职工作，兼职工作，数据标注，图片标注，文本标注,12,4.5,1,10,6,5,数据服务,4,6,0.05095342294467021,3,3.8964946,-1.3559949
965,数据挖掘,30-60K,3-5年，本科,162,免费健身房，节日福利，免费早晚餐，带薪年假，五险一金，有无线网，餐补，交通补助，公仔周边活动，零食下午茶，股票期权，年终奖，补充医疗保险，定期体检，员工旅游，绩效奖金，包吃，免费班车，住房补贴，意外险,腾讯,Python，深度学习算法，机器学习算法，自然语言处理，Spark,12,45.0,6,6,20,5,互联网,4,10,0.6889653016567677,0,-2.028167,-0.2590142
966,数据标注,3-6K,经验不限，大专,9,节日福利，包住，宿舍有空调，住房补贴，五险一金，底薪加提成，保底工资，绩效奖金，意外险，加班补助,江西云百讯,全职工作，标注结果抽查，标注结果整理，数据标注,12,4.5,5,10,10,4,计算机服务,4,8,0.08377618005626761,4,1.3312511,-1.3771775
967,数据统计专员,4-6K,1-3年，本科,6,全勤奖，生日福利，五险一金，节日福利，加班补助，带薪年假，员工旅游,中视智行,国内采购，统计学，对数据敏感，食品饮品，生鲜果蔬,12,5.0,6,7,7,5,互联网,4,7,0.06408252578930916,4,0.44743502,-0.35326594
968,数据文员,3-4K,1-3年，高中,2,,恒然卫浴,文员，办公,12,3.5,4,7,0,2,批发/零售,4,7,0.00875273522975928,2,1.7581953,0.36699492
969,高级数据挖掘(A39710),25-40K,5-10年，本科,84,节日福利，五险一金，夜班补助，餐补，团建聚餐，周末双休，零食下午茶，年终奖，免费班车，绩效奖金，底薪加提成，员工旅游，带薪年假，免费工装，通讯补贴,广州骏伯网络,Python，计算机相关专业，数学/统计相关专业,12,32.5,6,5,15,3,互联网,4,7,0.4163801187871211,0,-1.4168338,-0.20659855
970,数据助理,8-12K,1-3年，本科,221,带薪年假，股票期权，通讯补贴，年终奖，免费班车，零食下午茶，加班补助，五险一金，补充医疗保险，定期体检，节日福利,荣耀终端有限公司,市场/公关项目,12,10.0,6,7,11,1,消费电子,4,10,0.5192247577367929,0,-0.673883,1.4367785
971,数据产品经理,20-40K·13薪,3-5年，本科,221,五险一金，定期体检，带薪年假，员工旅游，节日福利,深演智能,数据中台，数据产品经理，广告投放，网络推广,13,30.0,6,6,5,4,互联网,9,7,0.6483276023757425,4,-1.66689,-1.6284597
972,数据工程师,15-25K·13薪,1-3年，本科,199,节日福利，年终奖，五险一金，定期体检，员工旅游，带薪年假,英檬科技,Python，Java，OLAP，Pandas，Hadoop,13,20.0,6,7,6,5,数据服务,5,6,0.5270396999062207,0,-0.5308815,0.695845
973,数据科学家,40-70K,10年以上，本科,199,五险一金，生日福利，通讯补贴，团建聚餐，意外险，股票期权，餐补，节日福利，零食下午茶，带薪年假，员工旅游，补充医疗保险，定期体检，交通补助，ESPP，有无线网,TheTradeDesk,自然语言处理,12,55.0,6,4,16,1,广告营销,10,9,0.8146295717411692,1,-4.1520767,-3.53743
974,数据建模工程师,15-22K,5-10年，本科,162,员工旅游，餐补，定期体检，免费班车，五险一金，年终奖，带薪年假，交通补助，通讯补贴，节日福利，零食下午茶，住房补贴，补充医疗保险,传音控股,Azkaban，大数据，SAS，SQL，Python，HIVE，Flink,12,18.5,6,5,13,7,通信/网络设备,10,10,0.5082838386995937,1,-1.6056651,-3.0718722
975,数据标注,3-4K,经验不限，学历不限,12,,政博电子,数据采集，图像处理，图形识别，图像分析，图像跟踪,12,3.5,1,10,0,5,移动互联网,4,5,0.02594560800250076,3,4.103282,-0.6220549
976,数据仓库,2-4K,经验不限，学历不限,15,,卓之航机电,网络,12,3.0,1,10,0,1,电子商务,4,6,0.021881838074398228,3,4.075035,1.2485491
977,数据产品经理,15-30K·14薪,3-5年，本科,84,节日福利，补充医疗保险，定期体检，员工旅游，全勤奖，五险一金，加班补助，带薪年假，定期团建，年终奖，通讯补贴，餐补，零食下午茶，股票期权,探迹,数据产品，数据运营,14,22.5,6,6,14,2,互联网,7,9,0.37011566114410754,4,-1.0072385,-2.1646364
978,数据采集项目经理,9-14K,3-5年，大专,199,,尖刀视,Python,12,11.5,5,6,0,1,计算机软件,4,7,0.4304470146920913,0,-0.67609084,1.8896167
979,数据开发工程师,15-18K,3-5年，大专,199,,弘元,SQL,12,16.5,5,6,0,1,银行,4,7,0.4648327602375743,0,-0.8063356,1.8909018
980,业务数据运营专家,6-8K,3-5年，本科,30,节日福利，全勤奖，通讯补贴，员工旅游，生日福利，五险一金，保底工资，年终奖，交通补助，底薪加提成，零食下午茶，团建聚餐,银税远程企业管理,业务数据分析，业务模式/运营策略优化，BI平台建设,12,7.0,6,6,12,3,财务/审计/税务,4,9,0.14191934979681148,4,0.20626228,-1.0109988
981,临床数据管理,10-15K·13薪,1-3年，本科,111,节日福利，股票期权，年终奖，餐补，通讯补贴，员工旅游，免费班车，加班补助，带薪年假，五险一金，交通补助,浙江龙传生物医药科技,临床研究,13,12.5,6,7,11,1,制药,4,6,0.31259768677711786,2,0.41463557,1.3049822
982,数据信息员,5-6K,1-3年，大专,221,餐补，节日福利，五险,北京顺丰快运,业务数据分析，统计/数学相关专业，计算机相关专业,12,5.5,5,7,3,3,物流/仓储,10,7,0.4713973116598937,1,-0.85539085,-2.5437713
983,数据统计员,5-8K,1-3年，大专,2,,北京泰索,项目实施，咨询领域，管理咨询，安全工程，环境工程,12,6.5,5,7,0,5,咨询,4,6,0.03532353860581432,2,0.845983,-0.05299879
984,数据统计专员,5-6K,经验不限，大专,3,节日福利，包吃，有无线网，宿舍有空调，定期体检，免费工装，生日福利，包住，带薪年假，团建聚餐，五险,新希望,仓管类,12,5.5,5,10,11,1,农/林/牧/渔,10,7,0.09190371991247263,1,0.6160749,-5.451002
985,数据产品经理,3-6K,1-3年，中专/中技,4,,秦皇岛阿普科技,B端产品，小程序/H5产品,12,4.5,3,7,0,2,互联网,4,5,0.006877149109096585,3,2.5038192,0.048702016
986,数据标注（远程）,3-4K,经验不限，学历不限,22,五险一金，加班补助，带薪年假,路浦人工,兼职工作，数据标注,12,3.5,1,10,3,2,智能硬件,4,7,0.056580181306658324,3,3.9829538,0.5323923
987,数据处理专员,200-250元/天,4天/周，大专,12,,宏众数科,全职工作，兼职工作，数据标注，标注数据分析,12,6.5,5,10,0,4,数据服务,4,5,0.053766802125664266,2,1.7045255,-0.011022881
988,数据项目经理,16-23K·13薪,5-10年，本科,84,交通补助，五险一金，零食下午茶，年终奖，员工旅游，加班补助，带薪年假,鸿域,计算机相关专业，大数据项目管理经验,13,19.5,6,5,7,2,音乐/视频/阅读,4,6,0.2941544232572679,0,-0.040625747,0.7249083
989,英文数据处理,3-5K,经验不限，大专,44,零食下午茶，股票期权，员工旅游，节日福利，带薪年假，年终奖，定期体检，五险一金,声通,CET-6，英文编辑，数据标注,12,4.0,5,10,8,3,数据服务,6,6,0.13379180994060644,2,1.4327768,-0.85901994
990,后端实习生-数据智能,400-410元/天,4天/周，本科,111,就近租房补贴，年度体检，带薪年假，免费健身设施，意外险，弹性工作制，节日礼品，加班补助，交通补助，节假日加班费，包吃，年终奖，家属自选保险，家庭关爱假，餐补，补充医疗保险，定期体检，法定节假日三薪，餐饮及下午茶，五险一金,北京字节跳动,后端工程师，Java，Spring，Python,12,12.0,6,10,20,4,移动互联网,4,10,0.3735542356986559,4,0.19703472,-1.5899847
991,大数据开发实习生,180-230元/天,5天/周，本科,221,五险一金，带薪年假，加班补助，交通补助，补充医疗保险，年终奖，定期体检，零食下午茶,明略科技,Python，SQL，Flink,12,5.5,6,10,8,3,互联网,9,9,0.5048452641450453,1,-0.6641407,-3.1033201
