岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
资深技术专家(全栈，大数据分析平台),30-50K,5-10年 本科,上海·浦东新区·张江,定期体检，五险一金，零食下午茶，餐补，带薪年假，股票期权，补充医疗保险，年终奖，节日福利，员工旅游,eBay,电子商务已上市500-999人,['Java网络协议ReactSpring驱动开发']
数据分析,18-28K·16薪,3-5年 本科,上海·普陀区·长征,五险一金，股票期权，补充医疗保险，公司团建，零食下午茶，年终奖，节日福利，餐补，带薪年假，通讯补贴，交通补助，包吃，免费班车，员工旅游，定期体检,饿了么,O2O不需要融资10000人以上,['业务数据分析业务模式/运营策略优化']
数据分析专员,3-5K,经验不限 中专/中技,南京·溧水区,,江苏辉源供应链管理,物流/仓储不需要融资100-499人,['仓储物流']
资深安全工程师（数据分析挖掘）,15-30K·16薪,3-5年 本科,深圳·南山区·深圳湾,节日福利，年终奖，通讯补贴，娱乐健身，餐补，五险一金，员工旅游，补充医疗保险，带薪年假，加班补助，交通补助，免费班车，住房补贴，定期体检，零食下午茶,百度,互联网已上市10000人以上,['安全威胁感知异常检测机器学习算法']
数据分析运营经理,8-12K,3-5年 大专,厦门·思明区·观音山,带薪年假，加班补助，交通补助，五险一金,厦门云村科技有限公司,互联网天使轮20-99人,['业务数据分析业务模式/运营策略优化营销活动效果分析']
高级/资深数据分析算法工程师/专家,30-60K,3-5年 硕士,北京·海淀区·中关村,包吃，五险一金，餐补，带薪年假，定期体检，节日福利，股票期权，补充医疗保险，年终奖,小鹏汽车,汽车生产已上市10000人以上,['机器学习算法数据分析']
数据分析员,4-5K,1年以内 大专,黄石·黄石港区·万达,团建聚餐，节日福利，交通补助，节假日加班费，五险，绩效奖金，有无线网，全勤奖，年终奖，零食下午茶,展鸿科技,电力/热力/燃气/水利不需要融资20-99人,['数据分析员统计员']
高级电商数据分析师,16-20K,3-5年 本科,杭州·余杭区·五常,员工旅游，年终奖，团建，餐补，交通补助，定期体检，节日福利，带薪年假，五险一金，零食下午茶,悦橙科技,电子商务不需要融资100-499人,['SQLPythonPower BI电商/零售行业数据相关经验']
数据统计分析专员,5-7K,1-3年 大专,成都·青白江区·大弯,带薪年假，全勤奖，加班补助，免费工装，员工旅游，股票期权，包住，团建聚餐，定期体检，节假日加班费，法定节假日三薪，住房补贴，绩效奖金，意外险，包吃，宿舍有空调，节日福利，五险一金，工龄奖，年终奖,卓达数控,机械设备/机电/重工未融资100-499人,['数据分析/挖掘经验']
数据分析员,4-6K,经验不限 本科,兰州·城关区·张掖路,带薪年假，五险一金,国新健康保障服务...,医疗健康500-999人,['数据分析/挖掘经验医保']
商业数据分析专家（直播行业）,45-55K·14薪,5-10年 本科,上海·长宁区·新华路,节日福利，五险一金，带薪年假，年终奖，员工旅游，定期体检，补充医疗保险,美ONE,移动互联网不需要融资500-999人,['SQL']
游戏数据分析师（mmo方向）-杭州,15-30K·13薪,1-3年 本科,杭州·滨江区·长河,员工旅游，免费班车，股票期权，带薪年假，定期体检，年终奖，五险一金，补充医疗保险，餐补，包吃，节日福利，交通补助,网易游戏,游戏已上市10000人以上,['游戏RHive']
数据产品实习生,7-9K,经验不限 本科,北京·海淀区·上地,补充医疗保险，股票期权，定期体检，年终奖，五险一金，节日福利，带薪年假，餐补，12%公积金,小米,互联网已上市10000人以上,['HiveMySQL数据分析']
数据管理工程师,7-10K,1-3年 大专,杭州·西湖区·三墩,定期体检，年终奖，带薪年假，五险一金，补充医疗保险，通讯补贴，节日福利，员工旅游,艾迪康检验,其他行业未融资1000-9999人,['数据分析']
统计分析岗,5-10K,经验不限 本科,平顶山,五险一金，定期体检，股票期权，带薪年假，员工旅游，住房补贴,汝州牧原,农/林/牧/渔已上市10000人以上,['数据分析数据采集']
法务产品BI分析师,20-40K,3-5年 本科,杭州·余杭区·五常,五险一金，零食下午茶，员工旅游，年终奖，交通补助，补充医疗保险，股票期权，免费班车，餐补，节日福利,阿里巴巴集团,互联网已上市10000人以上,['数据分析数据挖掘数据仓库SQL分布式技术SAS']
数据咨询顾问,150-180元/天,3天/周 本科,上海·徐汇区·植物园,补充医疗保险，年终奖，五险一金，餐补，带薪年假，免费班车,联蔚数科,计算机服务不需要融资1000-9999人,['数据分析/挖掘经验商业分析零售快消数据咨询']
数据管理,5-10K,经验不限 大专,天津·西青区·李七庄,,喆森国际,其他服务业0-20人,['Excel']
数据专员,5-8K,经验不限 大专,惠州·惠城区·水口,餐补，五险一金，生日福利，节日福利，住房补贴，免费班车，包住，宿舍有空调，绩效奖金，包住，定期体检，有无线网，带薪年假,利元亨,智能硬件已上市1000-9999人,['数学/统计相关专业数据分析/挖掘经验']
数据统计助理,4-6K,1-3年 大专,三亚·吉阳区·迎宾路北段,绩效奖金，年终奖，五险一金,图灵私募基金管理,基金不需要融资20-99人,['数据统计Excel']
数据处理助理,3-5K,1-3年 大专,梧州,年终奖，带薪年假，餐补，全员买社保，免费提供住宿，免费班车,永驹制衣,原材料及加工/模具不需要融资500-999人,['SQL计算机相关专业数据分析/挖掘经验计算机专业']
数据专员,6-8K,3-5年 本科,无锡·江阴市·港下,带薪年假，五险一金，年终奖，全勤奖，包吃，住房补贴，员工旅游,未来服饰,原材料及加工/模具20-99人,['多元统计分析']
数据治理工程师,5-10K,5-10年 大专,泉州,年终奖，带薪年假，五险一金，节日福利,几米科技,计算机软件未融资20-99人,['SQLPython数学/统计相关专业计算机相关专业']
数据工程师,6-11K,1-3年 大专,宁波·鄞州区·高新区,股票期权，补充医疗保险，年终奖，员工旅游，全勤奖，定期体检，带薪年假,精位文化信息,数据服务不需要融资20-99人,['SQLPythonJavaTableauPandasHadoopFlink']
数据治理工程师,14-17K·13薪,3-5年 本科,成都·武侯区·桐梓林,带薪年假，补充医疗保险，五险一金，定期体检，员工旅游，高温补贴，意外险，团建聚餐，绩效奖金，通讯补贴，保底工资，全勤奖，节日福利，零食下午茶，年终奖，生日福利,智慧,计算机软件不需要融资20-99人,['SQL']
数据治理工程师,18-25K·13薪,3-5年 学历不限,北京·朝阳区·安华,,中数睿智,计算机软件20-99人,['数据分析/挖掘经验计算机相关专业电力行业数据相关经验']
数据管理员,5-10K,1-3年 本科,深圳·龙岗区·丹竹头,,宝成制冷设备,机械设备/机电/重工0-20人,['数据管理']
业务助理（数据专员）,5-7K,经验不限 大专,郑州·管城回族区·郑州东站,定期体检，加班补助，带薪年假，年终奖，股票期权，通讯补贴，五险一金，零食下午茶，免费班车，补充医疗保险，节日福利,荣耀终端有限公司,消费电子不需要融资10000人以上,['Excel']
数据标注师客服,3-6K,经验不限 大专,新余,包住，五险一金，意外险，节日福利，绩效奖金，宿舍有空调，保底工资，加班补助，住房补贴，底薪加提成,江西云百讯,计算机服务未融资500-999人,['计算机相关专业数据分析/挖掘经验经济/工商管理相关专业']
数据专员＋双休＋六险一金＋4-5K,4-5K,1-3年 学历不限,西安·雁塔区·玫瑰大楼,交通补助，节日福利，带薪年假，补充医疗保险，加班补助，年终奖，员工旅游，通讯补贴，零食下午茶，股票期权，餐补，定期体检，有无线网,职上网,培训机构B轮500-999人,['数学/统计相关专业计算机相关专业经济/工商管理相关专业']
数据建模分析师,13-20K,1-3年 硕士,南京·浦口区·高新区,五险一金，节日福利，包住，加班补助，包吃，定期体检,国电环保科技,环保未融资100-499人,['PythonMATLAB大数据处理经验工业控制相关']
临床数据分析,3-5K,1-3年 大专,广州·天河区·广州东站,,中公网,医疗健康已上市500-999人,['临床研究医院卫生']
数据分析员（财务类）,4-8K,在校/应届 本科,南京·建邺区·奥体,五险一金，员工旅游，餐补，补充医疗保险，定期体检，零食下午茶，带薪年假，节日福利，住房补贴，股票期权，年终奖,万得,数据服务不需要融资1000-9999人,['财务OfficeSQL']
商业数据分析(A203584),18-26K·14薪,3-5年 本科,深圳·南山区·科技园,五险一金，加班补助，年终奖，带薪年假，股票期权，节日福利，餐补，零食下午茶,感臻,智能硬件不需要融资100-499人,['业务数据分析BI平台建设定性研究SPSS']
电商数据分析师,5-8K,经验不限 学历不限,烟台·芝罘区·阳光100,五险一金，全勤奖，带薪年假，节日福利，加班补助，员工旅游，交通补助，绩效奖励，工龄工资，年终奖,邦禾,日化未融资20-99人,['数据Excel图表分析']
运营数据分析助理（高薪+高福利）,6-10K,1-3年 本科,长沙·岳麓区·岳麓大学城,五险一金，节日福利，团建聚餐，定期体检，生日福利，带薪病假，加班补助，交通补助，带薪年假，股票期权，餐补，补充医疗保险,木瓜移动,移动互联网D轮及以上100-499人,['投放数据分析']
销售部 统计分析岗,5-10K,经验不限 本科,南阳,定期体检，包住，带薪年假，五险一金，宿舍有空调，保底工资，团建聚餐，绩效奖金，节假日加班费，有无线网，股票期权，节日福利，员工旅游，全勤奖，法定节假日三薪，生日福利，年终奖,内乡牧原综合体,农/林/牧/渔已上市1000-9999人,['统计数据']
分析师,12-20K,1-3年 本科,北京·朝阳区·大望路,零食下午茶，五险一金，节日福利，年终奖，带薪年假，定期体检，团建聚餐，工龄奖，全勤奖，员工旅游,火眼智能,计算机软件A轮20-99人,['PythonSPSSSAS计算机相关专业开发BI报表']
分析报告编制人员,8000-15000元/月,1-3年 大专,武汉·洪山区·徐东大街,夜班补助，零食下午茶，加班补助，全勤奖，底薪加提成，包住，保底工资,叁臧网络科技有限公司,电子商务未融资20-99人,['PythonSQLTableau计算机相关专业']
舆情分析师,2-4K,经验不限 大专,驻马店·驿城区·爱克广场,定期体检，员工旅游，带薪年假，底薪加提成，绩效奖金，五险一金，团建聚餐,知微数据,互联网不需要融资100-499人,['文字撰写新闻学传播学']
资深商业分析师,11-17K·13薪,1-3年 本科,上海·黄浦区·打浦桥,零食下午茶，加班补助，团建聚餐，五险一金，补充医疗保险，通讯补贴，餐补，定期体检，员工旅游，交通补助，年终奖，节日福利，带薪年假，生日福利,OTYPE,咨询未融资100-499人,['电商/零售行业数据相关经验']
情报分析师,2-7K,经验不限 学历不限,长沙·长沙县·星城国际,五险一金，带薪年假，包住，生日福利，零食下午茶，底薪加提成，年终奖，绩效奖金，保底工资，员工旅游，住房补贴，团建聚餐,破壁者科技,信息安全未融资0-20人,['SQL']
统计分析师,20-40K,3-5年 硕士,北京·朝阳区·建国门,五险一金，节日福利，全勤奖，定期体检，带薪年假,医博士,医疗健康未融资100-499人,['数据分析/挖掘经验公共卫生专业流病统计专业']
资深商业分析师,15-30K·14薪,3-5年 本科,上海·闵行区·莘庄,团建聚餐，五险一金，节日福利，免费工装,哈啰普惠,互联网D轮及以上1000-9999人,['SQLTableau']
遥感影像高级分析师,8-12K,1-3年 硕士,昆明·盘龙区·世博园,定期体检，交通补助，全勤奖，年终奖，零食下午茶，带薪年假，包吃，节日福利，五险一金，餐补,云南这里信息,计算机软件未融资100-499人,['SPSSPython']
行业分析师 跨境电商,8-12K,1-3年 本科,深圳·龙岗区·坂田,员工旅游，补充医疗保险，年终奖，带薪年假，五险一金，零食下午茶，节日福利,云帆出海,移动互联网未融资20-99人,['数据分析/挖掘经验电商/零售行业数据相关经验']
IT助理分析师 (属中国远洋海运集团企业),12-18K·13薪,经验不限 本科,上海,,佛罗伦资产管理有...,物流/仓储100-499人,['PythonJava大数据']
数据产品经理,20-40K·18薪,3-5年 本科,北京·朝阳区·西坝河,餐补，包吃，餐饮及下午茶，节日礼品，定期体检，家庭关爱假，弹性工作制，免费健身设施，交通补助，就近租房补贴，五险一金，带薪年假，加班补助，年终奖，法定节假日三薪，意外险，家属自选保险，节假日加班费，补充医疗保险，年度体检,北京字节跳动,移动互联网不需要融资10000人以上,['数据分析数据应用决策建议平台产品中台产品']
数据产品经理,20-30K,3-5年 本科,上海,节日福利，通讯补贴，餐补，带薪年假，全勤奖，年终奖，五险一金,上海卓铸网络科技...,计算机软件未融资100-499人,['中台产品产品设计数据分析TO B大数据产品']
数据采集工程师,5-8K,1-3年 大专,北京·昌平区·回龙观,,知云网,数据服务天使轮20-99人,['python数据分析数据处理']
产品经理（大数据）,15-30K·14薪,1-3年 本科,深圳·南山区·科技园,定期体检，节庆礼包/金，电脑补贴，员工旅游，通讯补贴，股票期权，节日福利，五险一金，交通补助，带薪年假，零食下午茶，补充商业保险,明源云,计算机软件已上市1000-9999人,['产品设计需求分析数据分析数据产品策略产品']
数据产品经理,11-16K,1-3年 本科,上海,带薪年假，生日福利，团建聚餐，五险一金，交通补助，员工旅游，年终奖，补充公积金，节日福利，餐补，定期体检，法定节假日三薪，补充医疗保险,盛趣游戏,游戏已上市1000-9999人,['产品设计数据分析Axure大数据产品平台产品']
数据运营,3-5K,经验不限 大专,石家庄,全勤奖，年终奖，节日福利,千驿万栈,互联网未融资20-99人,['公众号运营数据分析运营专员商业分析产品运营']
数据专员,4-6K,1-3年 大专,合肥·长丰县·北城,节日福利，年终奖，餐补，带薪年假，五险一金,京东物流-华中区域,物流/仓储已上市10000人以上,['数据分析数据挖掘']
数据仓库工程师,10-15K·13薪,3-5年 本科,大同·平城区·南环路,餐补，带薪年假，定期体检，朝九晚六，补充医疗保险，交通补助，通讯补贴，五险一金，年终奖,神州信息,计算机软件已上市10000人以上,['数据仓库数据分析数据架构师']
数据产品经理,10-14K,3-5年 本科,南昌·青山湖区·艾溪湖,通讯补贴，餐补，补充医疗保险，加班补助，五险一金，定期体检，带薪年假，交通补助，年终奖,铜锐信息,计算机服务不需要融资100-499人,['数据分析TO B']
数据产品经理,20-40K·15薪,5-10年 本科,深圳·福田区·竹子林,绩效奖金，山姆会员卡，全勤奖，法定节假日三薪，年终奖，节日福利，五险一金，定期体检，节假日加班费，带薪年假,沃尔玛(中国),生活服务未融资10000人以上,['大数据产品数据分析用户研究XmindTO C']
数据仓库工程师(ETL),30-50K·15薪,3-5年 本科,北京·海淀区·西二旗,免费班车，加班补助，带薪年假，节日福利，五险一金，定期体检，员工旅游，年终奖，零食下午茶，补充医疗保险，餐补,新浪数科,互联网金融不需要融资1000-9999人,['数据仓库数据分析数据处理']
大数据工程师,20-40K,5-10年 硕士,北京·通州区·次渠,补充医疗保险，交通补助，五险一金，免费班车，餐补，股票期权，定期体检，节日福利，包吃，员工旅游，带薪年假，零食下午茶，年终奖,京东集团,电子商务已上市10000人以上,['数据分析SparkSQL']
数据库工程师,8-10K,经验不限 大专,哈尔滨,,哈慧,交通/运输100-499人,['DBAOracleSQLShell运维Linux']
数据统计专员,4-5K,3-5年 高中,德宏傣族景颇族自治州·陇川县·章凤街路,,龙腾公司,矿产/地质100-499人,['统计']
数据治理人员,3-5K,经验不限 学历不限,北京·大兴区·黄村,加班补助，带薪年假，五险一金，节日福利，定期体检，员工旅游，全勤奖，年终奖,北京传晟,计算机服务未融资20-99人,['OFFICE']
数据标注专员,2-5K,经验不限 高中,朔州,,数辰科技,计算机服务未融资0-20人,['兼职工作数据标注全职工作语音标注视频标注']
数据科学家,20-30K·13薪,3-5年 本科,北京·西城区·金融街,年终奖，餐补，节日福利，加班补助，五险一金，定期体检，带薪年假，补充医疗保险，股票期权,上海冰鉴,互联网C轮100-499人,['PythonR数学/统计相关专业机器学习/NLP经验']
数据,3-4K·13薪,1-3年 大专,沈阳·和平区·南湖公园,员工旅游，五险一金，带薪年假，节日福利，全勤奖，定期体检，年终奖,广州娇丽芙个人护...,美容/美发不需要融资1000-9999人,['描述统计']
定州纳祥招聘钣金工,6-11K,3-5年 学历不限,保定·定州市·定州市中心城区,,定州纳祥,4S店/后市场0-20人,['汽车工业3-5年经验月结包吃住']
数据工程师,4-8K,1-3年 大专,昆明,节日福利，年终奖，五险一金,云南慧天,计算机软件不需要融资20-99人,['ARCGIS']
金融数据稽核/核查,6-10K·14薪,1-3年 本科,杭州,加班补助，定期体检，股票期权，五险一金，员工旅游，年终奖，餐补，补充医疗保险，带薪年假，节日福利,恒生聚源,数据服务B轮500-999人,['SQL数据稽核金融数据互联网']
数据挖掘,11-22K,1年以内 本科,漯河·临颍县·鼓楼商城,,临颍县文召文印店,其他服务业0-20人,['Java深度学习算法']
大数据开发工程师,12-24K,5-10年 本科,苏州·苏州工业园区·独墅湖,五险一金,华瓴科技,计算机软件未融资500-999人,['Java计算机相关专业大数据开发经验ETL开发经验']
数据开发,4-6K,经验不限 学历不限,日照·东港区·万平口风景区,通讯补贴，全勤奖，零食下午茶，年终奖，节日福利，加班补助，员工旅游,昊瀚,游戏不需要融资20-99人,['大数据开发经验计算机相关专业图片标注文本标注']
数据标注,3-8K,经验不限 中专/中技,新余,,映博,电子商务未融资0-20人,['全职工作兼职工作图片标注文本标注视频标注']
数据仓库,3-5K,经验不限 大专,菏泽·曹县·曹县火车站,,谷创网络科技,企业服务20-99人,['计算机相关专业风控相关经验']
数据标注,100-120元/天,1-3年 本科,日照·东港区·日照,五险一金，补充医疗保险，节日福利，年终奖，带薪年假，零食下午茶，股票期权，定期体检,睿企,计算机软件A轮20-99人,['标注 测试']
数据专员,3-6K,经验不限 大专,达州·通川区·四川文理学院（莲湖校区）,节日福利，有无线网，零食下午茶，绩效奖金，加班补助，全勤奖，带薪年假，年终奖，五险一金，开放式办公,数智科技,互联网未融资20-99人,['大数据人工智能企业服务平台类产品社交类产品']
数据开发助理,150-180元/天,4天/周 本科,长沙·芙蓉区·人民中路,五险一金，全勤奖，年终奖，股票期权，零食下午茶，MacBook配置，带薪年假，员工旅游,RTBAsia,信息安全未融资20-99人,['JavaPython计算机相关专业']
数据运营专家,18-35K·14薪,3-5年 本科,北京·朝阳区·酒仙桥,加班补助，零食下午茶，餐补，定期体检，节日福利，补充医疗保险，带薪年假，股票期权，五险一金，年终奖,人人车,互联网D轮及以上1000-9999人,['业务数据分析业务模式/运营策略优化']
数据科技中心 总监,30-35K,3-5年 本科,上海·闵行区·南方商城,保底工资，年终奖，团建聚餐，包吃，员工旅游，高温补贴，五险一金，绩效奖金，带薪年假，定期体检，节日福利,上海庚星能源有限公司,新能源D轮及以上100-499人,['数据建模。软件开发']
数据质量工程师,12-22K,3-5年 本科,徐州·贾汪区·金山桥,定期体检，餐补，加班补助，住房补贴，补充医疗保险，带薪年假，交通补助，企业年金，五险一金，免费班车，节日福利,徐工研究院,机械设备/机电/重工500-999人,['数据治理微服务']
数据工程师(爬虫),15-28K·14薪,在校/应届 本科,北京·海淀区·公主坟,年终奖，交通补助，股票期权，有竞争力薪酬，定期体检，节日福利，支持远程工作，设备补贴，五险一金，带薪年假,尘宇空间,互联网不需要融资0-20人,['网络爬虫技术网络协议数据挖掘PythonSQL']
数据采集,20-30K·14薪,经验不限 本科,北京·朝阳区·望京,补充医疗保险，员工旅游，节日福利，五险一金，定期体检，带薪年假，股票期权，零食下午茶,一点资讯,移动互联网D轮及以上1000-9999人,['数据挖掘Python网络爬虫技术数据结构算法基础']
数据仓库开发,8-13K,1-3年 本科,北京·顺义区·天竺,节日福利，零食下午茶，补充医疗保险，定期体检，带薪年假，员工旅游，生日礼物，年终奖，五险一金，节假日福利卡,羽实箫恩,计算机软件已上市100-499人,['数仓设计/开发经验大数据开发经验计算机相关专业SQL']
商务数据文员,4-7K,3-5年 本科,福州,通讯补贴，加班补助，生日福利，餐补，五险一金，补充医疗保险，年终奖，免费班车，定期体检，交通补助，节日福利，全勤奖，带薪年假，过节费,福州通佰,人力资源服务未融资20-99人,['数据运营产品运营内容运营']
数据标注员,3-6K,1年以内 大专,开封·兰考县·兰考县中心城区,加班补助,兰考县晁裕网络科...,分类信息不需要融资20-99人,['智能驾驶人工智能大数据视频音频图像标注']
遥感数据处理主管,3-7K,1-3年 大专,北京·海淀区·西北旺,五险一金,华远嘉信,其他专业服务未融资20-99人,['ArcGIS']
数据标注员,4-7K,经验不限 大专,济南·章丘区·大学城,,玉须琢,数据服务20-99人,['图片文字音频地图视频']
大数据,25-50K,10年以上 本科,北京·朝阳区·朝外,补充医疗保险，定期体检，五险一金，加班补助,巽上科技,互联网不需要融资20-99人,['数据仓库分布式技术网络爬虫技术HadoopSpark']
数据运营,2-3K,经验不限 学历不限,吕梁·离石区·吕梁学院,,吕梁畅享通网络科...,生活服务20-99人,['数字阅读']
数据挖掘,20-30K,1-3年 硕士,北京·朝阳区·望京,五险一金，定期体检,探客科技,数据服务天使轮0-20人,['语音算法']
大数据讲师,15-20K,经验不限 本科,潍坊,交通补助，五险一金，员工旅游，补充医疗保险，免费班车，带薪年假，定期体检，餐补，通讯补贴，股票期权,联想教育,计算机服务100-499人,['线下教学教研HadoopIT培训']
数据产品经理,30-50K·16薪,3-5年 本科,北京·大兴区·亦庄,员工旅游，免费班车，带薪年假，包吃，餐补，定期体检，节日福利，交通补助，补充医疗保险，五险一金，年终奖，零食下午茶，股票期权,京东集团,电子商务已上市10000人以上,['大数据产品平台产品商业产品B端产品']
数据统计专员,6-7K,1-3年 大专,深圳·南山区·西丽,宿舍有空调，包住，高温补贴，年终奖，五险一金，保底工资，工龄奖，餐补，底薪加提成，带薪年假，全勤奖，住房补贴，绩效奖金,润宠爱生,批发/零售20-99人,['助理 文员 数据分析']
数据统计专员,3-6K,1-3年 大专,泉州,补充医疗保险，餐补，员工旅游，节日福利，包吃，定期体检,渔享食品,其他行业未融资100-499人,['统计']
数据库工程师,11-16K,经验不限 学历不限,上海·浦东新区·张江,五险一金，年终奖，带薪年假,因特普林,咨询B轮20-99人,['SQL']
数据库工程师,5-8K,经验不限 本科,济南·历城区·建筑大学,全勤奖，零食下午茶，五险一金，住房补贴，节日福利，通讯补贴，交通补助，餐补,彩友吧,智能硬件0-20人,['大数据开发经验']
数据统计专员,3-5K,经验不限 大专,成都·武侯区·环球中心,通讯补贴，五险一金，有无线网，年终奖，带薪年假，工龄奖，生日福利，零食下午茶，保底工资，股票期权，全勤奖，底薪加提成，员工旅游，绩效奖金，交通补助，团建聚餐，节日福利，企业年金,柒仟,财务/审计/税务未融资100-499人,['数据统计业务部门销售数据']
数据统计专员,5-7K,1-3年 大专,成都·锦江区·东光,底薪加提成，零食下午茶，绩效奖金，节日福利，年终奖，保底工资，团建聚餐，工龄奖，夜班补助，员工旅游，交通补助，带薪年假，节假日加班费，生日福利，法定节假日三薪,聚宝赢,广播/影视未融资100-499人,['五险']
大数据产品经理,16-30K,3-5年 本科,北京·东城区·东直门,节日福利，定期体检，带薪年假，员工旅游，加班补助，股票期权，五险一金，电脑补贴，年终奖，补充医疗保险，零食下午茶，通讯补贴,腾云天下,数据服务D轮及以上100-499人,['需求分析大数据产品营销数字化精细化运营']
高级大数据开发工程师,20-40K·16薪,经验不限 本科,深圳·宝安区·宝安中心区,零食下午茶，生日福利，通讯补贴，交通补助，免费工装，意外险，带薪年假，餐补，员工旅游，年终奖，节日福利，定期体检，五险一金，股票期权，补充商业保险，超长带薪年假,数篷,信息安全B轮100-499人,['SQLJavaSparkKafkaZookeeper']
数据工程师,9-14K·14薪,1年以内 本科,北京·朝阳区·望京,带薪年假，节日福利，年终奖，交通补助，定期体检，餐补，通讯补贴，员工旅游，零食下午茶，五险一金，外地员工宿舍,北京中数智云,计算机软件不需要融资0-20人,['实施工程师/顾问售前支持售后支持软件实施']
大数据开发工程师,12-18K,3-5年 本科,北京·西城区·百万庄,带薪年假，通讯补贴，补充医疗保险，加班补助，免费班车，节日福利，包吃，全勤奖，五险一金，餐补，年终奖，交通补助，定期体检，员工旅游，住房补贴,中科航天,计算机软件未融资100-499人,['大数据开发经验']
数据运营,4-5K,经验不限 本科,长春·南关区·卫星广场,加班补助，员工旅游，通讯补贴，股票期权，带薪年假，补充医疗保险，年终奖，零食下午茶，五险一金，交通补助,朴信科技,企业服务20-99人,['行业数据分析运营专员商业分析活动运营内容运营']
数据库运维工程师,10-20K,3-5年 本科,广州·天河区,,指舞网络-互联网服务,计算机软件不需要融资20-99人,['Oracle']
数据库测试工程师,15-30K·16薪,经验不限 本科,杭州·滨江区·长河,零食下午茶，股票期权，加班补助，五险一金，定期体检，餐补，节日福利，员工旅游，补充医疗保险，年终奖,华为,计算机软件不需要融资10000人以上,['功能测试压力测试性能测试C++MySQLPython']
数据采集（Python爬虫开发）,11-18K,3-5年 本科,上海·闵行区·虹梅路,带薪年假，年终奖，股票期权，五险一金，节日福利，员工旅游,数情科技,数据服务不需要融资20-99人,['爬虫工程师PythonScrapyXPath/CSS爬虫开发经验']
数据开发,20-40K,3-5年 硕士,广州·天河区·跑马场,五险一金，定期体检，年终奖，补充医疗保险，节日福利，员工旅游，带薪年假，通讯补贴，包吃，餐补,广发证券,互联网金融已上市10000人以上,['Hive计算机相关专业开朗善于沟通耐心']
数据标注,3-6K,经验不限 大专,太原·小店区·康宁街,,润泽,数据服务不需要融资100-499人,['全职工作数据标注图片标注区域标注标框标注']
图片画框分类数据标注,3-8K,1年以内 高中,南阳·卧龙区·新华城市广场,全勤奖，加班补助，五险一金，节日福利，年终奖,森哲信息科技,互联网未融资20-99人,['3D点云标注图片画框分类标注数据标注']
双休五险数据筛选,4-8K,经验不限 学历不限,烟台·芝罘区·后七夼,年终奖，五险，底薪加提成，股票期权，工龄奖，生日福利，全勤奖，绩效奖金，员工旅游，节日福利，零食下午茶，带薪年假，保底工资,睿圣科技,互联网不需要融资20-99人,['兼职工作售前客服电话客服办公室坐班肢体残疾']
数据开发工程师,5-7K,1-3年 大专,海口·秀英区·西海岸,节日福利，定期体检，带薪年假，五险一金，年终奖，免费班车,博彦科技,计算机软件已上市10000人以上,['ShellSQLOracleLinux']
海洋数据处理高级工程师,25-30K·15薪,经验不限 博士,南京·江宁区·胜太路,五险一金，定期体检，加班补助，年终奖，交通补助，住房补贴，带薪年假，节日福利，全勤奖，员工旅游，零食下午茶，餐补，股票期权,中安智能,计算机软件A轮100-499人,['C++大数据开发经验']
数据开发,9-14K,1-3年 本科,杭州·余杭区·未来科技城,,布谷科技,移动互联网天使轮20-99人,['数据仓库ETL数据挖掘分布式技术Spark']
数据录入,4-6K·13薪,经验不限 本科,武汉·武昌区·大东门,定期体检，带薪年假，通讯补贴，员工旅游，加班补助，餐补，节日福利，交通补助，五险一金，零食下午茶,MST,计算机软件不需要融资20-99人,['英语双休五险一金']
数据运营,3-8K,1-3年 大专,丽水·云和县·云和县中心城区,,海祺玩具,电子商务0-20人,['阿里巴巴运营淘宝天猫运营跨境电商运营B2B国内电商']
AI数据工程师,15-25K,经验不限 硕士,北京·海淀区·健翔桥,零食下午茶，带薪年假，全勤奖，节假日加班费，交通补助，生日福利，通讯补贴，年终奖，绩效奖金，定期体检，高温补贴，法定节假日三薪，节日福利，住房补贴，五险一金，加班补助，餐补,华北计算技术研究...,计算机软件1000-9999人,['C++HiveKafka计算机相关专业']
仓库数据主管--广西,10-15K,3-5年 大专,重庆·渝北区·园博园,交通补助，五险一金，包吃，带薪年假，股票期权，节日福利，定期体检，年终奖,拼多多,移动互联网已上市1000-9999人,['业务数据分析业务模式/运营策略优化']
产品经理-数据方向,20-40K·13薪,3-5年 本科,北京·西城区·金融街,五险一金，零食下午茶，包吃，定期体检，加班补助，通讯补贴，补充医疗保险，年终奖，员工旅游，节日福利，交通补助,北银金科,互联网不需要融资500-999人,['数据产品AxureSQL大数据处理0-1数据平台搭建']
数据开发,20-40K·16薪,3-5年 本科,杭州·西湖区·文二路,带薪年假，股票期权，定期体检，五险一金，节日福利，年终奖，补充医疗保险,快手,社交网络已上市10000人以上,['SparkHadoopKafkaStormHIVEFlink']
数据库DBA工程师,15-26K,经验不限 本科,西安·雁塔区·丈八,通讯补贴，员工旅游，五险一金，离职补偿，年终奖，带薪年假，补充医疗保险，全勤奖，股票期权，交通补助，餐补，定期体检，节日福利，免费班车，住房补贴，加班补助，零食下午茶,华为技术有限公司,计算机软件不需要融资10000人以上,['PythonC/C++JavaOracleMySQLPostgreSQL']
